user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Mex Online Marketing,London,Hey guys I am a fun loving Christian conservative who loves people. I also cut hair so hit me up if you want your hair done in South London!,2009-05-05 22:25:17,88.0,208,22280,False,2021-02-06 23:17:42,"@RealCandaceO Good luck luv, seek advice first from President Trump and get mentored. Ensure you get a mask now by… https://t.co/FxZgrJVWSG",,Twitter Web App,False,2021-06-02 23:17:42,2021-06-02,23:17:42,2021-06-02 23:17:42
Clare Haughey MSP,,MSP for Rutherglen Constituency & Minister for Mental Health. RT ≠ END. Constituency: clare.haughey.msp@parliament.scot Ministerial: scottish.ministers@gov.scot,2012-08-04 13:03:22,7608.0,1194,12342,True,2021-02-06 23:17:43,@CampbellSNP Good to hear Michelle and a huge thanks to all our vaccinators. Many mental health professionals contr… https://t.co/BacZcQWIaD,,Twitter for iPhone,False,2021-06-02 23:17:43,2021-06-02,23:17:43,2021-06-02 23:17:43
David Latorre,"New York, NY",🇨🇱 🇺🇸 📍Americorps Member,2015-10-29 02:50:38,19.0,42,123,False,2021-02-06 23:17:57,Got my second dose today 💪🏻💉 #CovidVaccine #Pfizervaccine,"['CovidVaccine', 'Pfizervaccine']",Twitter for iPhone,False,2021-06-02 23:17:57,2021-06-02,23:17:57,2021-06-02 23:17:57
斉藤一博,,地方の市民。ポピュリズム、劇場型政治反対。教育は｢国家百年の計｣であり、合理主義や実利主義は持ち込んではならない。日本の最大の課題は、高齢化と巨額の累積債務をどうするのか、これに尽きると思う。,2011-03-08 22:16:15,147.0,57,9186,False,2021-02-06 23:18:32,"Global sales of surface disinfectants increased by 30% to $ 4.5 billion.

#covid #covid19 #COVID19 #CovidVaccine #Covid","['covid', 'covid19', 'COVID19', 'CovidVaccine', 'Covid']",Twitter for iPhone,False,2021-06-02 23:18:32,2021-06-02,23:18:32,2021-06-02 23:18:32
Nic Corr 🌹🇬🇧🧙🏻‍♀️,,,2012-07-31 19:53:24,214.0,295,18294,False,2021-02-06 23:18:37,"1.
A bit of feedback for #pwme after having my 1st dose of the Oxford / AZ #CovidVaccine today.  Though it might be useful.","['pwme', 'CovidVaccine']",Twitter Web App,False,2021-06-02 23:18:37,2021-06-02,23:18:37,2021-06-02 23:18:37
BroadcastCanada 🇨🇦 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Canada,Experienced Video Expert & Educator- Video - Live Streaming- recording- production- Geek stuff- Tech Consulting- Beekeeper -Proud Canadian Veteran 🇨🇦,2017-02-02 12:16:04,69.0,236,1215,False,2021-02-06 23:19:32,Watch this! #Learn #CovidVaccine #COVID19  https://t.co/oB3GAstim3,"['Learn', 'CovidVaccine', 'COVID19']",Twitter Web App,False,2021-06-02 23:19:32,2021-06-02,23:19:32,2021-06-02 23:19:32
Sara Elizabeth,Las Vegas,teacher of children. fangirl. lover of Star Wars and literature.,2012-10-04 00:58:57,34.0,211,772,False,2021-02-06 23:20:38,"Got my #CovidVaccine! I've now been injected with Bill Gates' horcrux...😅 But seriously, I'm so fortunate to be abl… https://t.co/x8i2UnzWcB",['CovidVaccine'],Twitter for Android,False,2021-06-02 23:20:38,2021-06-02,23:20:38,2021-06-02 23:20:38
JORGE NY #WearAMask 🗽🌊💙,Cuernavaca City New York,@ClubAmerica 💙💛  Is A Pro Football Club (Real Football⚽) Based In Mexico🇲🇽 City Since 10/12/1916. Home Ground: 🏟The Legendary & Historic @EstadioAzteca 🏟️,2011-02-11 16:16:09,2885.0,4999,267410,False,2021-02-06 23:21:04,@jaketapper I can't wait for @pfizer and @JNJCares and @AstraZeneca and every other #CovidVaccine manufacturer to f… https://t.co/2cCkyf3lbv,['CovidVaccine'],Twitter for Android,False,2021-06-02 23:21:04,2021-06-02,23:21:04,2021-06-02 23:21:04
Sabrina Balfour,Somewhere on the west coast,On Noongar Whadjuk land. Sometimes interested in law & politics. Total unstable non-genius.,2013-01-14 04:23:23,1576.0,1494,21482,False,2021-02-06 23:21:07,AstraZeneca 'less effective' for variant. Minister Hunt's failure to enter into contracts with alternative vaccine… https://t.co/0V6lUiw4Aq,,Twitter Web App,False,2021-06-02 23:21:07,2021-06-02,23:21:07,2021-06-02 23:21:07
Rachel Wilder,🌎,writing. photography. amateur music. used to dance a lot more. creative thinker. creepy comment/weird DM = block. ✌🏼#wearamask,2018-07-12 19:36:43,373.0,983,20949,False,2021-02-06 23:24:22,Got my first dose of the Moderna COVID vaccine!! Quick and painless!Massive thank you to all the healthcare workers… https://t.co/xLAh5cfBAM,,Twitter for iPhone,False,2021-06-02 23:24:22,2021-06-02,23:24:22,2021-06-02 23:24:22
