user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
ThirdTimeLucky🌸🩸,,#together #virology #blues #arsenal #wewillwinthiswar #usforthem #scamdemic,2021-07-22 21:45:17,2909.0,2287,1518,False,2021-10-14 21:54:49,I remember bringing it up in April 2020 and had a huge argument with family over it. I was told to seek mental help. Ooops. #Covid19UK #coronavirusuk #CovidVaccine #NoVaccinePassportsAnywhere https://t.co/7aXth5mxnc,"['Covid19UK', 'coronavirusuk', 'CovidVaccine', 'NoVaccinePassportsAnywhere']",Twitter for Android,False,2021-10-14 21:54:49,2021-10-14,21:54:49,2021-10-14 21:54:49
California ACEP,"Sacramento, CA",California ACEP is a non-profit association representing and advocating on behalf of California’s emergency physicians and patients.,2009-03-21 01:01:18,2023.0,1253,9948,False,2021-10-14 21:59:31,A panel of advisers to the @FDA unanimously recommended that the agency authorize a booster dose of the Moderna #CovidVaccine at least 6 months after completion of the initial two-dose regimen. https://t.co/RH9rgmBzjS,['CovidVaccine'],Twitter for Android,False,2021-10-14 21:59:31,2021-10-14,21:59:31,2021-10-14 21:59:31
GoldCoastPHN,"Gold Coast, Queensland",Building one world class health system for the Gold Coast.,2012-02-10 20:17:31,2133.0,412,623,False,2021-10-14 22:00:09,"Now is the time to protect yourself, your family &amp; the community from #COVID19.

There are a number of options to get vaccinated on the Gold Coast. See https://t.co/BWAgw81aS3

#CovidVaccine #GoldCoastCommunity #ForTheLoveOf #Covid-19Vaccination https://t.co/y38R3J9Nqz","['COVID19', 'CovidVaccine', 'GoldCoastCommunity', 'ForTheLoveOf', 'Covid']",Hootsuite Inc.,False,2021-10-14 22:00:09,2021-10-14,22:00:09,2021-10-14 22:00:09
COVID News,Estados Unidos,News about COVID-19,2013-06-05 08:52:31,3391.0,1472,129,False,2021-10-14 22:01:02,"Bruh?? That’s a damn black dude on that badge. Guess everything was props including the nurse. Bet saline was in that shot too.  #COVID 
#CovidVaccine #COVIDBooster  (@tennesseekush) https://t.co/KW3s07TDL1","['COVID', 'CovidVaccine', 'COVIDBooster']",Revive Social App,False,2021-10-14 22:01:02,2021-10-14,22:01:02,2021-10-14 22:01:02
Dan 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #C'mon You Cherries 🍒🍒🍒,"England, United Kingdom","ENGLISHMAN - BORN'N'BRED IN DORSET 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿



                 AFC Bournemouth till I die!!!!! 🍒🍒🍒",2013-01-09 22:34:56,361.0,726,13,False,2021-10-14 22:05:22,"Let's hope all the un-vaccinated are wrong about the vaccine &amp; its actually safe,having something injected into you whilst still being tested until 2023 is for me short sighted,each 2 own I guess.I live knowing I can have if safe,once injected no going back though #CovidVaccine",['CovidVaccine'],Twitter for Android,False,2021-10-14 22:05:22,2021-10-14,22:05:22,2021-10-14 22:05:22
Humble Soul,United States,"We are Blessed. 
Thank God For My Family 
God Help Us All",2011-12-03 06:01:09,159.0,206,7694,False,2021-10-14 22:08:09,@WSJ Prayfully this won't be the case with the #CovidVaccine,['CovidVaccine'],Twitter for Android,False,2021-10-14 22:08:09,2021-10-14,22:08:09,2021-10-14 22:08:09
Vaccinate Chicago 💉,"Chicago, IL","★★★★ Updates about the COVID vaccine in Chicago ➡️ https://t.co/vrdee4zOAi 👨‍💻 https://t.co/fs02PA0MRQ **Unofficial, community led**",2021-01-16 18:08:00,119.0,0,22,False,2021-10-14 22:10:06,"💉 Chicago Vaccination progress: 66.4%

3,267,306 doses administered
4,884 per day (7 day average)

▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓░░░░░░░░░░░░░

#COVID #CovidVaccine https://t.co/JopgUpnig2","['COVID', 'CovidVaccine']",vaccinate chicago,False,2021-10-14 22:10:06,2021-10-14,22:10:06,2021-10-14 22:10:06
andre byrne - 𝐌𝐞𝐥𝐛𝐨𝐮𝐫𝐧𝐞 𝐂𝐢𝐭𝐲 𝐍𝐞𝐰𝐬,fitzroy nth...north of Fitzroy,Real journalism exposing inner Melbourne politics. andrebyrne99@gmail.com,2015-04-18 09:44:43,313.0,1016,4123,False,2021-10-14 22:12:06,"the #AntiVaxxer #facist @aviyemini thinks that getting the #CovidVaccine is ""sane""  #AustraliaHasFallen https://t.co/QQuD69ZQcj","['AntiVaxxer', 'facist', 'CovidVaccine', 'AustraliaHasFallen']",Twitter Web App,False,2021-10-14 22:12:06,2021-10-14,22:12:06,2021-10-14 22:12:06
Tara Copp,"Washington, DC","Senior Pentagon Correspondent, @DefenseOne 
B-24 Liberator & #Nationals groupie. Tcopp@defenseone.com & TaraCopp@protonmail.com",2014-02-13 18:01:19,23090.0,2153,10277,True,2021-10-14 22:15:17,"The .@USNavy got very specific w/ its officers on #covidvaccine refusal consequences, w/ some loss of command kicking in just 5 days after refusal @caitlinmkenney has them here ... https://t.co/5F26KqNHHe via @DefenseOne",['covidvaccine'],Twitter Web App,False,2021-10-14 22:15:17,2021-10-14,22:15:17,2021-10-14 22:15:17
Massachusetts CEAL,"Boston, Massachusetts","Building #COVIDvaccine confidence, promoting clinical research participation, & reducing disparities during the #COVID19 pandemic in #Massachusetts",2021-10-12 22:49:51,31.0,168,71,False,2021-10-14 22:17:37,"Join us at the Mattapan Teen Center’s Inaugural Block Party w/ @wisehog94 on 10/16 from 12-4pm (10 Hazelton St., Mattapan). We’ll be there with @The_BMC #COVIDvaccine mobile team. #GetTheVax and get your questions answered. #GoPats @bgcboston","['COVIDvaccine', 'GetTheVax', 'GoPats']",Twitter Web App,False,2021-10-14 22:17:37,2021-10-14,22:17:37,2021-10-14 22:17:37
