user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Fuzia,"Palo Alto, CA","A global platform for womxn & creative individuals to empower, nurture and grow! Tag @fuziaworld for Retweet!",2015-09-21 10:44:08,1344.0,835.0,12660.0,False,2021-05-25 12:43:32,"@AbundanceFlavor Things went haywire with the arrival of the second wave of COVID. With new variants around, vaccination is the only way to protect yourself. India has approved two vaccines- Covishield and Covaxin. Tap on the link to know more. #Blog #CovidVaccine 
https://t.co/gfIESKrXRy","['Blog', 'CovidVaccine']",Twitter Web App,False,2021-05-25 12:43:32,2021-05-25,12:43:32,2021-05-25 12:43:32
Fuzia,"Palo Alto, CA","A global platform for womxn & creative individuals to empower, nurture and grow! Tag @fuziaworld for Retweet!",2015-09-21 10:44:08,1344.0,835.0,12660.0,False,2021-05-25 12:43:40,"@TRJForBloggers Things went haywire with the arrival of the second wave of COVID. With new variants around, vaccination is the only way to protect yourself. India has approved two vaccines- Covishield and Covaxin. Tap on the link to know more. #Blog #CovidVaccine 
https://t.co/gfIESKrXRy","['Blog', 'CovidVaccine']",Twitter Web App,False,2021-05-25 12:43:40,2021-05-25,12:43:40,2021-05-25 12:43:40
Aamir Malik (عامر ملک ),Close To Grave ,"Nonpareil, Wretch, Black & White. Roller coaster of Emotions, Discerning,Altruistic, Introvert, Irascible, 
Castles in the air, chimera 👆👆",2009-12-30 10:18:22,579.0,1038.0,3265.0,False,2021-05-25 12:43:59,Have you Vaccinated your self . #COVID19 #CovidVaccine #COVIDEmergency2021 #COVIDVaccination #Kashmir #vaccinated #CoronaVaccination #CovishieldVaccine #PfizerGang #VaccineFor18Plus #COVID19Vaccination #CoronaVaccine,"['COVID19', 'CovidVaccine', 'COVIDEmergency2021', 'COVIDVaccination', 'Kashmir', 'vaccinated', 'CoronaVaccination', 'CovishieldVaccine', 'PfizerGang', 'VaccineFor18Plus', 'COVID19Vaccination', 'CoronaVaccine']",Twitter for Android,False,2021-05-25 12:43:59,2021-05-25,12:43:59,2021-05-25 12:43:59
Sanjay Sehgal,"Atlanta, GA",Keynote Speaker | Serial Entrepreneur | Business Coach | Startup Advisor | Investor | Philanthropist | Heartfulness Facilitator | Heartful Human | CEO @msystech,2008-10-10 20:24:14,11098.0,7432.0,285.0,False,2021-05-25 12:44:12,"A very good initiative during this #COVIDEmergency by @docmranney (Dr. Marcus Ranney) and his wife Dr. Raina. 

Source: https://t.co/JWmotiBs6k

#COVID19 #CovidVaccine #StaySafe #StayHome #HelpWarriors #tuesdaymotivations https://t.co/iXpNUDkneZ","['COVIDEmergency', 'COVID19', 'CovidVaccine', 'StaySafe', 'StayHome', 'HelpWarriors', 'tuesdaymotivations']",Twitter Web App,False,2021-05-25 12:44:12,2021-05-25,12:44:12,2021-05-25 12:44:12
Fuzia,"Palo Alto, CA","A global platform for womxn & creative individuals to empower, nurture and grow! Tag @fuziaworld for Retweet!",2015-09-21 10:44:08,1344.0,835.0,12660.0,False,2021-05-25 12:44:26,"@hepatoMD Things went haywire with the arrival of the second wave of COVID. With new variants around, vaccination is the only way to protect yourself. India has approved two vaccines- Covishield and Covaxin. Tap on the link to know more. #Blog #CovidVaccine 
https://t.co/gfIESKrXRy","['Blog', 'CovidVaccine']",Twitter Web App,False,2021-05-25 12:44:26,2021-05-25,12:44:26,2021-05-25 12:44:26
Katy Solt,"Charlotte, NC",@SpecNews1CLT Reporter/Anchor | CLT native | Proud @UofSC alum | Have a story idea? Email me katy.solt@charter.com (RTs are not endorsements),2014-01-22 16:47:58,2387.0,715.0,8546.0,True,2021-05-25 12:44:27,NEW: #Moderna says it’s #covidvaccine “strongly protects” kids as young as 12. We’ll have the details on @SpecNews1CLT throughout the day #covid19 https://t.co/12Ean3Pw0A,"['Moderna', 'covidvaccine', 'covid19']",Twitter for iPhone,False,2021-05-25 12:44:27,2021-05-25,12:44:27,2021-05-25 12:44:27
Fuzia,"Palo Alto, CA","A global platform for womxn & creative individuals to empower, nurture and grow! Tag @fuziaworld for Retweet!",2015-09-21 10:44:08,1344.0,835.0,12660.0,False,2021-05-25 12:44:39,"@GianAnnie Things went haywire with the arrival of the second wave of COVID. With new variants around, vaccination is the only way to protect yourself. India has approved two vaccines- Covishield and Covaxin. Tap on the link to know more. #Blog #CovidVaccine 
https://t.co/gfIESKrXRy","['Blog', 'CovidVaccine']",Twitter Web App,False,2021-05-25 12:44:39,2021-05-25,12:44:39,2021-05-25 12:44:39
ali,planet earth,"Passionate Insafian ,
Allergic to Hypocrite mindsets ,",2012-05-17 07:37:36,200.0,557.0,4318.0,False,2021-05-25 12:45:08,"@RanaAyyub Meanwhile in Pakistan.....
#CovidVaccine 
#COVIDEmergencyIndia 
#COVID19 https://t.co/IV26zbdzwc","['CovidVaccine', 'COVIDEmergencyIndia', 'COVID19']",Twitter for Android,False,2021-05-25 12:45:08,2021-05-25,12:45:08,2021-05-25 12:45:08
TheCentristThinker,Everywhere ,"There's never Equality, but we must strive for it,the universe always has a way of balancing itself out.
All humans are GOOD & BAD we must accept that !",2021-04-18 22:15:15,28.0,505.0,1593.0,False,2021-05-25 12:45:49,"@GBNEWS I'm looking forward to you having two opposing opinions from experts on #COVID19 #CovidVaccine #lockdown to get a proper debate.
If i dont get that ill be slightly disappointed. Listening to Opposing opinions from expert's in a debate helps create positive dialogue.","['COVID19', 'CovidVaccine', 'lockdown']",Twitter for Android,False,2021-05-25 12:45:49,2021-05-25,12:45:49,2021-05-25 12:45:49
Disabled Not Disposable♿️⚧✊🏿✊🏾✊🏻🏳️‍🌈🧑🏻‍🌾,"Glasgow, Scotland",Disabled activist. LARP&TTRPGs. hEDS. Autistic. Bi&nonbinary. #ACAB #AsylumRights #TransRights #CripTheVote #SexWorkIsWork #StopSIM (they/them),2014-09-24 18:16:39,1642.0,4998.0,17286.0,False,2021-05-25 12:45:59,"If you’re in #Scotland and #Over30, check here for your #CovidVaccine appt! https://t.co/XDmbrH2hqN I HAVE MINE! I can stop fighting with my GP! I’m SO RELIEVED! YAY! https://t.co/AD7pdYEujD","['Scotland', 'Over30', 'CovidVaccine']",Twitter for iPhone,False,2021-05-25 12:45:59,2021-05-25,12:45:59,2021-05-25 12:45:59
