user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Darth Dividend on Youtube,United States,"💊 RN since 2014, BSN since 2019 💪 B.S. in Exercise Physiology 2008 💥 Investor, Fitness Lover 🔥 Subscribe to my Youtube (click website).",2020-03-29 17:35:26,76.0,32,121,False,2021-01-31 16:48:53,$PFE Stock &amp; Why @pfizer Stock is Down with the #COVID https://t.co/DOzbAbYkWe via @YouTube . I also explain my sid… https://t.co/9t20ULgaD2,['COVID'],Twitter for iPhone,False,2021-01-31 16:48:53,2021-01-31,16:48:53,2021-01-31 16:48:53
VUBBLE,Everywhere,Vubble creates video data training sets and provides AIaaS for video discovery and distribution #TechForGood #MachineLearning #AI #SmartVideo,2014-08-10 21:38:54,3160.0,2075,4389,False,2021-01-31 16:48:55,"EU U-turn on Covid vaccine exports https://t.co/IbD9weMKRu via @Channel4News 

💉⚕️🇪🇺🇬🇧

#EU #vaccine #UK… https://t.co/zbpCHm01gX","['EU', 'vaccine', 'UK']",Twitter Web App,False,2021-01-31 16:48:55,2021-01-31,16:48:55,2021-01-31 16:48:55
CanadianPolitics,"Oakville, Ontario",,2016-03-28 02:41:22,45.0,73,1188,False,2021-01-31 16:48:59,#WHO is playing with people’s lives. These vaccines were not tested in pregnant women. Nothing has changed to indic… https://t.co/eTBqnYWMfB,['WHO'],Twitter for iPhone,False,2021-01-31 16:48:59,2021-01-31,16:48:59,2021-01-31 16:48:59
Dirk Haussecker,RNA World,"In normal times: RNA(i) Therapeutics Investor-Scientist.

Now: obsessed with covid19 vaccine development.

Not investment advice. Likes are bookmarks.
 
 

 .",2011-11-10 12:00:58,10533.0,362,8826,False,2021-01-31 16:49:07,"@Lucy3370 By the time they get approved (if they get), their #covidvaccine will be outdated, wont it?

$vxrt",['covidvaccine'],Twitter Web App,False,2021-01-31 16:49:07,2021-01-31,16:49:07,2021-01-31 16:49:07
IG: PRIDON COMMUNICATIONS,"Johannesburg, South Africa",CEO @ Pridon Holdings | Social Entrepreneur | Graphic Designer | Microsoft Certified Systems Expert | ICT specialist,2015-09-15 07:29:17,532.0,1637,670,False,2021-01-31 16:49:19,"BUSINESS CARD DESIGN from: R250
Call/WhatsApp: 0798141870
info.pridon@gmail.com

Courtesy of @ Pridon Communication… https://t.co/JUe1KFrO8F",,Twitter for Android,False,2021-01-31 16:49:19,2021-01-31,16:49:19,2021-01-31 16:49:19
NOSS 🇬🇧🇺🇸 NoShitSherlock,UK Bias sorting worldwide crap,No Shit Sherlock - is all about all news not just filtered mainsteam mind numbing crap for the sleeping masses. Read enjoy contribute and wake up! Everyone else,2014-10-26 15:31:20,4190.0,4476,87679,False,2021-01-31 16:49:36,Follow the money! They are not loosing out are they? How many politicians and famous have died of #COVID ?… https://t.co/wJj0uoU4Iw,['COVID'],Twitter for iPhone,False,2021-01-31 16:49:36,2021-01-31,16:49:36,2021-01-31 16:49:36
OpenAcademics,USA (EST),Twitter community to support fellow academics across all disciplines. @OpenAcademics for RT. #DiversityandInclusion #MentalHealth #OAposter,2019-12-05 20:18:24,45927.0,8896,27773,False,2021-01-31 16:49:47,2nd covid vaccine shot✅ #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False,2021-01-31 16:49:47,2021-01-31,16:49:47,2021-01-31 16:49:47
Nzsyed,"کراچی, پاکستان","Passionate & Patriotic Pakistani 🇵🇰
Love Turkey 🇹🇷
Scientist by Profession ❤
پاکستان عشق جنون اور دیوانگی 🇵🇰❤",2018-04-04 11:40:50,57.0,29,1469,False,2021-01-31 16:49:57,Population's genetic makeup differs. How our bodies can effectively respond to the foreign vaccines? Will they be a… https://t.co/OZigNRAj3A,,Twitter for Android,False,2021-01-31 16:49:57,2021-01-31,16:49:57,2021-01-31 16:49:57
"Cynthia Flynn, MD","Delaware, USA",pathologist & Microbiology & molecular lab section Chief in DELAWARE. Residency and fellowship at Massachusetts general Hospital,2013-06-29 19:03:02,146.0,788,21691,False,2021-01-31 16:49:58,We can’t let Anti- science destroy us.  Anti-vaccine cult members should be kept away from all vaccine events.  Thi… https://t.co/DG5NmgJE9Z,,Twitter for iPhone,False,2021-01-31 16:49:58,2021-01-31,16:49:58,2021-01-31 16:49:58
West Country Bylines,West Country,"Independent citizen journalism from Cornwall, Devon, Somerset & Dorset. Progressive, internationalist, speaking truth to power. editor_@westcountrybylines.co.uk",2020-06-26 06:20:53,5729.0,5458,9576,False,2021-01-31 16:50:02,The story ‘emerged’ that the EC had triggered Article 16. Social Media whipped itself up into a toxic frenzy. How d… https://t.co/YAscEFhKHX,,Twitter Web App,False,2021-01-31 16:50:02,2021-01-31,16:50:02,2021-01-31 16:50:02
