user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
miriammeister,,,2008-12-09 22:05:12,158.0,361.0,42449.0,False,2020-11-09 20:01:43,Thank you for your service! #COVID19 #CovidVaccine #Pfizervaccine https://t.co/OKQJesv6cU,"['COVID19', 'CovidVaccine', 'Pfizervaccine']",Twitter for iPhone,False,2020-09-11 20:01:43,2020-09-11,20:01:43,2020-09-11 20:01:43
G. F. Berntsen,hither-here | thither-there,"writer | physician | hotcake rustler | author of ON EARTH'S ALTAR, a medical/archaeological mystery novel free on Wattpad #WritingCommunity",2019-04-30 19:22:21,130.0,401.0,3789.0,False,2020-11-09 20:01:56,"The BioTech/Pfizer and the Moderna vaccines rely on nucleic acid technology, which is likely safe and effective but… https://t.co/ZvOiVZ884q",,Twitter Web App,False,2020-09-11 20:01:56,2020-09-11,20:01:56,2020-09-11 20:01:56
Alysa and Kids,"California, USA",,2018-01-09 00:47:51,166.0,201.0,9418.0,False,2020-11-09 20:01:59,"CONGRATULATIONS 
#TRUMP2020ToSaveAmerica #COVID19 #CovidVaccine https://t.co/0fDo66GffK","['TRUMP2020ToSaveAmerica', 'COVID19', 'CovidVaccine']",Twitter Web App,False,2020-09-11 20:01:59,2020-09-11,20:01:59,2020-09-11 20:01:59
Dana B.,,Wife and mom to 4 amazing kids!♥️☀️🌸 CEO @ CBD BioCare.🌱 Changing lives one bottle at a time!! Nature🌱over Big Pharma! Proud Patriot! 🇺🇸 Trump 2020!!,2010-03-03 21:41:29,9604.0,5112.0,20441.0,False,2020-11-09 20:02:06,So I just listened to a dr speak on the flu shot and what will probably be a #CovidVaccine No way will I get either… https://t.co/ORu01yTSrb,['CovidVaccine'],Twitter for iPhone,False,2020-09-11 20:02:06,2020-09-11,20:02:06,2020-09-11 20:02:06
IDIOT OF THE YEAR,Night Mode,"your favorite role model
IG@oluwafadah 
Whatsapp@08092338104 
📩Saintoluwafadah@gmail.com",2019-11-08 19:30:20,232.0,93.0,469.0,False,2020-11-09 20:02:18,"@WebDesignDev 
I will
design professional landing page wix wordpress to get more bakers on your website,
kindly cli… https://t.co/925vsqg7zF",,Twitter Web App,False,2020-09-11 20:02:18,2020-09-11,20:02:18,2020-09-11 20:02:18
𝗣𝗥𝗶𝗠𝗘𝗧𝗜𝗠𝗘 𝗦𝗡𝗢𝗢𝗣 🌐,British Columbia ,"Still Delivering you important news on a daily basis. I talk sports, life and philosophy. #FreeSnoop #Canucks #RavensFLOCK #FantasyFootball🏈",2019-01-28 23:19:36,1583.0,1124.0,17339.0,False,2020-11-09 20:02:24,"🚨-POLL QUESTION-🚨

Would you be open to taking a  #COVID19 vaccine?⚕️ 

#CovidVaccine #coronavirus","['COVID19', 'CovidVaccine', 'coronavirus']",Twitter for Android,False,2020-09-11 20:02:24,2020-09-11,20:02:24,2020-09-11 20:02:24
IDIOT OF THE YEAR,Night Mode,"your favorite role model
IG@oluwafadah 
Whatsapp@08092338104 
📩Saintoluwafadah@gmail.com",2019-11-08 19:30:20,232.0,93.0,469.0,False,2020-11-09 20:03:02,"@webdesignledger 
I will
design professional landing page wix wordpress to get more bakers on your website,
kindly… https://t.co/mwsXrcRYoL",,Twitter Web App,False,2020-09-11 20:03:02,2020-09-11,20:03:02,2020-09-11 20:03:02
TheRegularguyshow🌈,"Long Beach, CA",I’m Godfathermaxie I’m a actor dancer song writer. I just want to be a actor and go to Comedy Central. I’m bigger than anyone I’m TheGodFather,2020-08-15 17:36:47,107.0,617.0,1177.0,False,2020-11-09 20:03:06,#vaccine #CovidVaccine #Moderna #CNBC #AbCricketBuzzega #BTSxRollingStoneIndia #ConcedeTrump #XboxSeriesX… https://t.co/fm7yf2Oi1y,"['vaccine', 'CovidVaccine', 'Moderna', 'CNBC', 'AbCricketBuzzega', 'BTSxRollingStoneIndia', 'ConcedeTrump', 'XboxSeriesX']",Twitter for iPhone,False,2020-09-11 20:03:06,2020-09-11,20:03:06,2020-09-11 20:03:06
Md.Al amin Hossain,bangladesh,very simple person.i like quality work,2020-06-22 14:51:38,95.0,765.0,31.0,False,2020-11-09 20:03:12,"it's me. 
need good friend
#DonaldTrumpJr #bidenharis2020 #JustinBieber #Keke #COVID19 #CovidVaccine #GFRIEND𓈉 https://t.co/yeCxZxnn17","['DonaldTrumpJr', 'bidenharis2020', 'JustinBieber', 'Keke', 'COVID19', 'CovidVaccine', 'GFRIEND𓈉']",Twitter Web App,False,2020-09-11 20:03:12,2020-09-11,20:03:12,2020-09-11 20:03:12
🐘Boyabenyathi🐘,Azania (Soweto) ,African | Buccaneer ☠️| Culè 💙❤️| Ground Force |Economic Freedom Fighter ✊🏾| MIB Enterprise| FamilyMan |,2011-12-14 17:44:22,2063.0,2033.0,42791.0,False,2020-11-09 20:03:59,"The liberal media is pushing the Pfizer vaccine while they have been quiet on the Russian Sputnik V!!!

#CovidVaccine
#coronavirus","['CovidVaccine', 'coronavirus']",Twitter for Android,False,2020-09-11 20:03:59,2020-09-11,20:03:59,2020-09-11 20:03:59
