user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Stoyanka Staikova,"Europe,Bulgaria,Varna","Clairvoyant House Dimitrinka Staikova and Daughters Stoyanka and Ivelina Staikova - from Europe, Bulgaria, Varna.",2015-12-10 13:38:50,33.0,2,83,False,2020-12-29 19:32:34,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/WR06GoXQEJ","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:32:34,2020-12-29,19:32:34,2020-12-29 19:32:34
♛The BIG Homie♛,Your Dreams,,2009-10-06 18:43:45,1581.0,135,52,False,2020-12-29 19:32:51,The line to get the  #CovidVaccine is so long,['CovidVaccine'],Twitter for iPhone,False,2020-12-29 19:32:51,2020-12-29,19:32:51,2020-12-29 19:32:51
Dimitrinka  Staikova," Bulgaria ,Varna","Mrs.Dimitrinka Staikova is famous clairvoyant from Bulgaria, Europe - 30 years of experience + clients all over the world. dimitrinka.staikova@hotmail.com",2013-01-02 08:39:14,84.0,22,38,False,2020-12-29 19:33:00,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/D9q3sBmwTq","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:00,2020-12-29,19:33:00,2020-12-29 19:33:00
IvStaikova,,Clairvoyant Ivelina Staikova,2015-02-20 18:06:28,27.0,2,65,False,2020-12-29 19:33:00,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/wdu50Rm64w","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:00,2020-12-29,19:33:00,2020-12-29 19:33:00
Dimitrinka  Staikova," Bulgaria ,Varna","Mrs.Dimitrinka Staikova is famous clairvoyant from Bulgaria, Europe - 30 years of experience + clients all over the world. dimitrinka.staikova@hotmail.com",2013-01-02 08:39:14,84.0,22,38,False,2020-12-29 19:33:02,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/6CL3nVYoGB","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",Tumblr,False,2020-12-29 19:33:02,2020-12-29,19:33:02,2020-12-29 19:33:02
Dimitrinka  Staikova," Bulgaria ,Varna","Mrs.Dimitrinka Staikova is famous clairvoyant from Bulgaria, Europe - 30 years of experience + clients all over the world. dimitrinka.staikova@hotmail.com",2013-01-02 08:39:14,84.0,22,38,False,2020-12-29 19:33:23,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/429zyawvLn","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:23,2020-12-29,19:33:23,2020-12-29 19:33:23
Stoyanka Staikova,"Europe,Bulgaria,Varna","Clairvoyant House Dimitrinka Staikova and Daughters Stoyanka and Ivelina Staikova - from Europe, Bulgaria, Varna.",2015-12-10 13:38:50,33.0,2,83,False,2020-12-29 19:33:24,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/Wqsm7NBCLF","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:24,2020-12-29,19:33:24,2020-12-29 19:33:24
IvStaikova,,Clairvoyant Ivelina Staikova,2015-02-20 18:06:28,27.0,2,65,False,2020-12-29 19:33:24,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/moxbA4PsFN","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:24,2020-12-29,19:33:24,2020-12-29 19:33:24
Dr Joe Epsolom PhD in Bullshitology Detection,On another planet,"I feel the need to put #FBPE in my bio so that Twitter will not suspend me for any transgressions... Phoenix rising, again. #trunalimunumaprzure",2020-10-12 10:54:24,124.0,455,4346,False,2020-12-29 19:33:38,"@berniespofforth How's this one? Woman getting vaccinated in Manchester, UK and Ventersdorp, South Africa. Time to… https://t.co/uZgRiztt15",,Twitter for Android,False,2020-12-29 19:33:38,2020-12-29,19:33:38,2020-12-29 19:33:38
IvStaikova,,Clairvoyant Ivelina Staikova,2015-02-20 18:06:28,27.0,2,65,False,2020-12-29 19:33:42,"#MEDIA CONFIRMATION : “#Russian #scientist working on #COVIDvaccine found #dead with stab wound” – December 21, 202… https://t.co/iHX7twd6z0","['MEDIA', 'Russian', 'scientist', 'COVIDvaccine', 'dead']",WordPress.com,False,2020-12-29 19:33:42,2020-12-29,19:33:42,2020-12-29 19:33:42
