user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Healthwatch Sandwell,"Sandwell, West Midlands","Working to help Sandwell people get the best out of their local health and social care services.
Call us on: 0121 569 7210",2014-01-06 14:57:06,1937.0,1442,1553,False,2021-01-25 14:04:27,Are you part of the Muslim community and have questions about the covid vaccines? Please see details below for webi… https://t.co/M5VfIFcjSp,,Twitter Web App,False,2021-01-25 14:04:27,2021-01-25,14:04:27,2021-01-25 14:04:27
Healthwatch Salford,Salford,"We take your voices & views to Salford health and care services, to help you get the best out of them. Contact us: 0330 355 0300  info@healthwatchsalford.co.uk",2013-12-05 15:40:03,3076.0,2959,2814,False,2021-01-25 14:04:30,"If you have a friend, family member or neighbour who is age 70+, or is classed as clinically extremely vulnerable a… https://t.co/EoVw6jX8jD",,Twitter for iPhone,False,2021-01-25 14:04:30,2021-01-25,14:04:30,2021-01-25 14:04:30
News & Quotes,Worldwide,#Follow 4 #News #Quotes #Music #Sports #Ent #Politics #Advocacy #Lifestyle #Humor #HiTech #SocialMedia #Facts #Inspiration #Fun #Love #Friends!Ask 4 #FollowBack,2009-06-22 04:09:36,146544.0,62011,22,False,2021-01-25 14:04:36,My wife &amp; I got 1st #CovidVaccine in #NYC thanks to help from #Senator @toddkaminsky. Although we are 75+ &amp; have ma… https://t.co/fDJkh5T6xd,"['CovidVaccine', 'NYC', 'Senator']",Twitter Web App,False,2021-01-25 14:04:36,2021-01-25,14:04:36,2021-01-25 14:04:36
Rob Sarvis,Rogue Planet,"Mad, bad, and dangerous to know.",2009-02-19 21:31:05,503.0,2706,37720,False,2021-01-25 14:04:44,"The Who has reprised their classic tune for 2021.

""Talkin' 'bout my vaccination""

#CovidVaccine",['CovidVaccine'],TweetDeck,False,2021-01-25 14:04:44,2021-01-25,14:04:44,2021-01-25 14:04:44
The Denver Gazette,,"An interactive newspaper for Denver, by Denver that balances modern with tradition and high tech with high quality.",2020-08-26 15:49:24,1230.0,199,6,False,2021-01-25 14:05:00,CU study: Colorado’s plan to prioritize vaccinating seniors will save the most lives (via @hnmetzger)… https://t.co/5zAzI7ofuv,,TweetDeck,False,2021-01-25 14:05:00,2021-01-25,14:05:00,2021-01-25 14:05:00
Natalie Cline,WV,"Former Democratic Nominee for U.S. Congress WV-1, Computational Linguist, Women's Issues Advocate, Artist.",2011-05-19 00:47:29,4382.0,1518,562,True,2021-01-25 14:05:41,"I just registered to get my #CovidVaccine!

All West Virginians can now pre-register to receive their vaccine when… https://t.co/C311HdOVDC",['CovidVaccine'],Twitter Web App,False,2021-01-25 14:05:41,2021-01-25,14:05:41,2021-01-25 14:05:41
ICan'tHelpMyself...,United States,"I don't know how to use twitter, someday I might take time to learn.",2014-05-26 00:07:06,119.0,152,5519,False,2021-01-25 14:05:58,"NY Times Breaking News: Moderna said it believed its vaccine was effective against new coronavirus variants, but it… https://t.co/LhF3kCdSet",,Twitter Web App,False,2021-01-25 14:05:58,2021-01-25,14:05:58,2021-01-25 14:05:58
Dr. Sujana Chandrasekhar,"New York, NY",Board-cert ENT Surgeon. Wife. Mom of 4. Advocate Equality+Health 4 all Consult. Ed @PlasticSurgENTClin Partner @ENT_and_Allergy Co-host @shesoncall Views my own,2020-06-13 13:06:09,1552.0,1975,15647,False,2021-01-25 14:06:02,Great news on #CovidVaccine! Parsing out this data so we can use it is such a talent. Meet @apoorva_nyc and… https://t.co/Zuhs5eywzN,['CovidVaccine'],Twitter for iPhone,False,2021-01-25 14:06:02,2021-01-25,14:06:02,2021-01-25 14:06:02
Julia No,Ontario,"Love to laugh, my family, #books, #music, #outdoors, #science. Watch too much #tv. Don’t be an ass. Always #BeKind. Opinions are my own.",2021-01-23 14:55:38,30.0,227,200,False,2021-01-25 14:06:10,That's good news #CovidVaccine https://t.co/qBQ72od90u,['CovidVaccine'],Twitter Web App,False,2021-01-25 14:06:10,2021-01-25,14:06:10,2021-01-25 14:06:10
CJ,,,2009-02-16 14:50:36,2317.0,1865,84426,False,2021-01-25 14:06:26,"@MSF can you take over vaccinating the Palestinians? There is no way they can trust Israel.
#VaccineStrategy… https://t.co/OAhHourljN",['VaccineStrategy'],Twitter for iPhone,False,2021-01-25 14:06:26,2021-01-25,14:06:26,2021-01-25 14:06:26
