user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-22 03:25:21,"LANGLEY
Vaccine appointments available JAN 22 at 
Pharmasave Willowbrook
Pharmasave #098 (48 Ave, Murrayville)
Medicine Shoppe #361 (64 Ave, Willowbrook)

Book online via booking invite or phone 1-833-838-2323.
#VaxforBC #covidvaccine #LangleyBC","['VaxforBC', 'covidvaccine', 'LangleyBC']",Twitter Web App,False,2022-01-22 03:25:21,2022-01-22,03:25:21,2022-01-22 03:25:21
Truth,North America,"I may, or may not agree with any of my tweets or retweets.....but I probably do. YOU ADD ME.....I ADD YOU",2011-05-29 23:32:04,178.0,680.0,10922.0,False,2022-01-22 03:27:11,"Can we at least stop saying, that the #CovidVaccine will prevent you from getting serious symptoms, and ending up in the ICU? #covid19ON #onpoli #Ontario #CoronavirusUpdates #COVID #CoronaUpdate #EnoughIsEnough #StopLying https://t.co/2x7OYQanmc","['CovidVaccine', 'covid19ON', 'onpoli', 'Ontario', 'CoronavirusUpdates', 'COVID', 'CoronaUpdate', 'EnoughIsEnough', 'StopLying']",Twitter for iPhone,False,2022-01-22 03:27:11,2022-01-22,03:27:11,2022-01-22 03:27:11
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-22 03:27:52,"NANAIMO
Vaccine appointments available JAN 22 at 
Medicine Shoppe #325 (Turner Rd)
Medicine Shoppe #406 (Bruce Ave)
Medicine Shoppe #332 (Departure Bay Rd)
Book online via booking invite or phone 1-833-838-2323.
#VaxforBC #covidvaccine #Nanaimo","['VaxforBC', 'covidvaccine', 'Nanaimo']",Twitter Web App,False,2022-01-22 03:27:52,2022-01-22,03:27:52,2022-01-22 03:27:52
Gregory Hatchens,"Chicago, IL",Grabaharbundag,2022-01-19 17:57:05,1.0,16.0,0.0,False,2022-01-22 03:28:52,White people got some nerve am I right #wtf #DrFauci #BorisJohnsonOut #CovidVaccine #BTS_Butter,"['wtf', 'DrFauci', 'BorisJohnsonOut', 'CovidVaccine', 'BTS_Butter']",Twitter for iPhone,False,2022-01-22 03:28:52,2022-01-22,03:28:52,2022-01-22 03:28:52
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-22 03:28:52,"NELSON
Vaccine appointments available JAN 22 at 
Pharmasave #148 (Baker St)
Book online via booking invite or phone 1-833-838-2323.
#VaxforBC #covidvaccine #NelsonBC","['VaxforBC', 'covidvaccine', 'NelsonBC']",Twitter Web App,False,2022-01-22 03:28:52,2022-01-22,03:28:52,2022-01-22 03:28:52
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-22 03:30:00,"NEW WESTMINSTER
Vaccine appointments available JAN 22 at 
Uptown Drugs Peoples Pharmacy (508 Sixth Ave)
Book online via booking invite or phone 1-833-838-2323.
#VaxforBC #covidvaccine #NewWest","['VaxforBC', 'covidvaccine', 'NewWest']",Twitter Web App,False,2022-01-22 03:30:00,2022-01-22,03:30:00,2022-01-22 03:30:00
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,40.0,0.0,0.0,False,2022-01-22 03:30:04,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 22/01 at 09:00AM
FREE Slots 
#COVISHIELD - Dose1:104, Dose2:101
#COVAXIN - Dose1:100, Dose2:100
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN']",VaxBlr,False,2022-01-22 03:30:04,2022-01-22,03:30:04,2022-01-22 03:30:04
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,40.0,0.0,0.0,False,2022-01-22 03:30:15,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 22/01 at 09:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:954, Dose2:19
#SPUTNIKV - Dose1:48, Dose2:21","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'SPUTNIKV']",VaxBlr,False,2022-01-22 03:30:15,2022-01-22,03:30:15,2022-01-22 03:30:15
VaxBLR,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",2021-06-21 08:44:34,40.0,0.0,0.0,False,2022-01-22 03:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 22/01 at 09:00AM
FREE Slots 
#COVISHIELD - Dose1:14041, Dose2:451
#COVAXIN - Dose1:403, Dose2:401
PAID Slots 
#COVISHIELD - Dose1:6569, Dose2:99
#COVAXIN - Dose1:50, Dose2:50
#SPUTNIKV - Dose1:179, Dose2:96","['BBMP', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV']",VaxBlr,False,2022-01-22 03:30:25,2022-01-22,03:30:25,2022-01-22 03:30:25
Vaccine Time BC,Vancouver BC,Helping eligible people in BC find COVID vaccine appointments. Unofficial and unaffiliated.,2022-01-16 03:10:24,4.0,26.0,125.0,False,2022-01-22 03:30:56,"NORTH VANCOUVER
Vaccine appointments available JAN 22 at 
Shoppers Drug Mart #2100 (Edgemont Blvd)
Book online via booking invite or phone 1-833-838-2323.
#VaxforBC #covidvaccine #NorthVan","['VaxforBC', 'covidvaccine', 'NorthVan']",Twitter Web App,False,2022-01-22 03:30:56,2022-01-22,03:30:56,2022-01-22 03:30:56
