user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
LancsResilienceForum,Lancashire,"Multiple agencies working together to respond to emergency situations in #Lancashire🌹

Monitored Mon-Fri, 9-5pm.",2020-03-27 15:39:04,3538.0,531.0,653.0,False,2021-06-18 15:20:00,"💉 It's the #CovidVaccine 'Weekend of Walk-ins'! 

If you haven’t had your Covid-19 vaccine yet, why not pop along to a #Lancashire walk-in clinic this weekend?

Check what type of vaccine and which doses are available here 👇 

https://t.co/84e1x8HWU9 https://t.co/jodgm2taBc","['CovidVaccine', 'Lancashire']",TweetDeck,False,2021-06-18 15:20:00,2021-06-18,15:20:00,2021-06-18 15:20:00
Chennai (MAA) Airport,,"Official Twitter handle of AAI Chennai Airport

Instagram : https://t.co/KgP6FsH5iD",2015-05-11 05:13:20,24502.0,335.0,2193.0,True,2021-06-18 15:21:01,Today @aaichnairport received  #CovidVaccine shipment weighing 1329 Kg from @aaipunairport. The sustained efforts to ensure smooth delivery of essentials amid the tough situation is highly applaudable as #AAI and its stakeholders stand firm with the nation's #FightAgainstCorona. https://t.co/Z6lnilkMrh,"['CovidVaccine', 'AAI', 'FightAgainstCorona']",Twitter for Android,False,2021-06-18 15:21:01,2021-06-18,15:21:01,2021-06-18 15:21:01
BootyWolf,England,Artist. Tea drinker. Animal Crossing addict. @TrulyNaff. 💛💍,2012-05-28 19:46:50,1777.0,262.0,9125.0,False,2021-06-18 15:21:43,"Obligatory ‘I got my vaccine’ post. 

One dose down, one to go! 💉

#covidvaccine #vaccination #vaccinationdone https://t.co/QjlxcjvdRW","['covidvaccine', 'vaccination', 'vaccinationdone']",Twitter for iPhone,False,2021-06-18 15:21:43,2021-06-18,15:21:43,2021-06-18 15:21:43
Forest of Dean District Council,"Forest of Dean,Gloucestershire",🌳 The latest news and information from Forest of Dean District Council | 🕔 This account is monitored 9-5 weekdays | 📧  customer.services@fdean.gov.uk,2010-04-26 14:55:22,4869.0,659.0,4449.0,True,2021-06-18 15:22:18,"Calling all adults in the #ForestofDean! 🗣️

You are now eligible for your first #CovidVaccine 💉

Your GP will contact you with details on how to book your local vaccination appointment so please wait for them to get in touch and please don't contact them directly to ask. https://t.co/Y1fTSASbZd","['ForestofDean', 'CovidVaccine']",Twitter Web App,False,2021-06-18 15:22:18,2021-06-18,15:22:18,2021-06-18 15:22:18
Regis University,"Denver, CO 80221",Colorado's Jesuit University since 1877. 130 programs online and on-campus. Aspire to More. #ThisIsRegis #JesuitEducated,2012-05-24 20:02:19,6807.0,850.0,10583.0,True,2021-06-18 15:22:27,We’re partnering with @ClinicaTepeyacL to offer two free vaccination clinics at our Thornton Campus. Join us June 25 or July 16. Visit https://t.co/cvnXe2x5zR or call 303.458.5302 to register. #CovidVaccine #COVID19 https://t.co/OhfvN3jsw9,"['CovidVaccine', 'COVID19']",Twitter Web App,False,2021-06-18 15:22:27,2021-06-18,15:22:27,2021-06-18 15:22:27
Cotswold District Council,"Cirencester, England",🏞️ The latest news and information from Cotswold District Council | 🕔 This account is monitored 9-5 weekdays | 📧 customer.services@cotswold.gov.uk,2009-04-24 14:30:33,5465.0,526.0,874.0,True,2021-06-18 15:22:54,"Calling all adults in #TheCotswolds! 🗣️

You are now eligible for your first #CovidVaccine 💉

Your GP will contact you with details on how to book your local vaccination appointment so please wait for them to get in touch and please don't contact them directly to ask. https://t.co/1jo4Bpmfck","['TheCotswolds', 'CovidVaccine']",Twitter Web App,False,2021-06-18 15:22:54,2021-06-18,15:22:54,2021-06-18 15:22:54
Alex 🏎🏳️‍🌈 (Ze/Zim) pride month! FUCK UEFA,"Taunton, England","life, what even is it? English // F1, @landoNorris and @McLarenF1 fan // Asexual and Non-binary // San has special rights",2016-05-25 11:24:13,307.0,598.0,5442.0,False,2021-06-18 15:24:36,About to get my 5G upgrade! #CovidVaccine #Pfizer gang,"['CovidVaccine', 'Pfizer']",Twitter for iPhone,False,2021-06-18 15:24:36,2021-06-18,15:24:36,2021-06-18 15:24:36
Kathleen Maynard 🇵🇸 Journalist & Dissident 🌻, Cops use DEWs on dissidents.,Blocked by @CondoleezzaRice on LinkedIn for my Hoover Institute article rebuttal.Trespassed @UFHealth for patient dumping article.Actual follower of Jesus.Lefty,2020-06-25 01:20:02,3162.0,3563.0,66899.0,False,2021-06-18 15:24:58,"That's what happens when you turn a billionaire into a de facto #CovidVaccine czar. #BillGates 
https://t.co/w3aofRvJh5 https://t.co/O5b1g5L70t","['CovidVaccine', 'BillGates']",Twitter for Android,False,2021-06-18 15:24:58,2021-06-18,15:24:58,2021-06-18 15:24:58
William Strang,,My Travel Photos from my tours through Thailand and other countries in Southeast Asia are available as a Digital Download.Just click on my link,2021-03-12 16:12:04,256.0,783.0,2839.0,False,2021-06-18 15:26:16,"fish market in Thailand during the Covid time by @William67335893  https://t.co/Vu6g2lJBdD
#Thailand #ThailandNews #Thai #bangkok #streetphotography #COVID19 #Covid_19 #COVID #CovidVaccine #Corona #coronavirus #pandemic #pandemia #StaySafe #StayHealthy #staystrong #staypositive","['Thailand', 'ThailandNews', 'Thai', 'bangkok', 'streetphotography', 'COVID19', 'Covid_19', 'COVID', 'CovidVaccine', 'Corona', 'coronavirus', 'pandemic', 'pandemia', 'StaySafe', 'StayHealthy', 'staystrong', 'staypositive']",Twitter for Android,False,2021-06-18 15:26:16,2021-06-18,15:26:16,2021-06-18 15:26:16
Healthwatch Barnet,Barnet ,"We are the independent champion for people who use health and social care services in Barnet.

Share your experiences here: https://t.co/APjq7C5YlU",2011-01-05 21:15:28,1880.0,1004.0,1769.0,False,2021-06-18 15:26:48,"If you are 18 or over you can now book a #COVIDVaccine appointment without needing an invitation letter. 

To book go to: https://t.co/cK9nFxzOYI or call 119, 7am- 11pm, 7 days a week. https://t.co/TF826LSl8U",['COVIDVaccine'],Twitter Web App,False,2021-06-18 15:26:48,2021-06-18,15:26:48,2021-06-18 15:26:48
