user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Roos (रूस)- Russia🇷🇺Россия,"Chandigarh, India","I’m surrounded by nothing but great people. I’ve been blessed with that, so really, I’ve got no choice but to be an all-around good person. 
Journalist",2018-05-13 04:09:22,96.0,602,15024,False,2021-01-21 18:17:27,"Thank you Mauritius for your positive feedback toward India's vaccines.
#IndiaMauritius↔️🇮🇳🤝🇲🇺
@HCI_PortLouis… https://t.co/n1BLCYxMLu",['IndiaMauritius'],Twitter for Android,False,2021-01-21 18:17:27,2021-01-21,18:17:27,2021-01-21 18:17:27
💙 Michael of Sussex 🇬🇧🇮🇪🇪🇺🏳️‍🌈,"BN9 - Nr Brighton, UK",British🇬🇧& Irish🇮🇪 Citizen🇪🇺 From the☀️South Coast of the UK of GB & NI. Monarchist👑 Unionist🇬🇧 Liberal🔶Atheist⚛️ #LoveWins 🏳️‍🌈,2009-05-20 13:38:25,1567.0,1015,133516,False,2021-01-21 18:17:50,"Another reason why we need to #AbolishEngland
If we had smaller member states then the #covidvaccine could be alloc… https://t.co/nRmB2AiSjG","['AbolishEngland', 'covidvaccine']",Twitter Web App,False,2021-01-21 18:17:50,2021-01-21,18:17:50,2021-01-21 18:17:50
Carla L Robinson,"St. Petersburg, Florida USA","Professional Systems, Promotional products, printing, silkscreen, embroidery",2014-04-15 20:15:12,102.0,166,260,False,2021-01-21 18:18:31,Carry proof of your COVID vaccine with you as well as any other important medical records with this vinyl pouch rec… https://t.co/4wEoxRp1nH,,LinkedIn,False,2021-01-21 18:18:31,2021-01-21,18:18:31,2021-01-21 18:18:31
"Debora Kamin Mukaz, PhD, MS @BlackInCardio🇨🇩🫀",,U of Vermont Postdoc| Health disparities |Med Science| Cardiovascular/Cardiometabolic/COVID-19 Epidemiology| Biology| @BlackInCardio organizer| Views are my own,2020-06-04 17:43:27,617.0,328,614,False,2021-01-21 18:19:23,"Great presentation by @DrDapo and medical students at @FIU to combat #misinformation on COVID-19.

#COVIDvaccine… https://t.co/fLccq91ACf","['misinformation', 'COVIDvaccine']",Twitter Web App,False,2021-01-21 18:19:23,2021-01-21,18:19:23,2021-01-21 18:19:23
The English Post,India,"The English Post brings you news from around the world. Contact us - contact@theenglishpost.com
Telegram - https://t.co/bNAka8MR7n",2016-09-19 17:48:00,4744.0,297,1,False,2021-01-21 18:19:25,"Nearly 10 lakh beneficiaries vaccinated so far 

#COVID19 #CovidVaccine https://t.co/XSCMY2q3rj","['COVID19', 'CovidVaccine']",Twitter for Android,False,2021-01-21 18:19:25,2021-01-21,18:19:25,2021-01-21 18:19:25
😷Robert Piera Roehm is staying safe!😷,,"I am a very dull and boring person who resists fascism. All tweets before 7-14-20 except 2 are voided/purged. DOB: 4/30/1973 Rossmoor, CA",2012-06-05 15:01:57,153.0,262,6402,False,2021-01-21 18:20:07,"@TexasTribune I would never believe racism could be cemented with vaccine supply...

@POTUS and @BetoORourke should… https://t.co/8ecz4f7nEZ",,Twitter for Android,False,2021-01-21 18:20:07,2021-01-21,18:20:07,2021-01-21 18:20:07
Dane | Kokoto ➡️ Kamura #MHRise ⚔,Kokoto Village,He/Him | Monster Hunter content creator | 1st fleet hunter from Kokoto | @twitchhawaii Lead Organizer | 📧: Dangerdsbgaming@gmail.com,2011-07-07 01:05:06,142.0,144,8144,False,2021-01-21 18:20:18,"All smiles underneath the mask, on my way to get my first covid vaccine shot! 

#CovidVaccine https://t.co/kc5LQ2RXWa",['CovidVaccine'],Twitter for Android,False,2021-01-21 18:20:18,2021-01-21,18:20:18,2021-01-21 18:20:18
Move ChumpGetOutTheWay,,Democrat who helped defeat the dictator.   No need to say his name. Time to move on. #PresidentElectBiden #VPElectHarris onward.,2014-01-08 21:18:24,1797.0,1730,3649,False,2021-01-21 18:21:08,Just got my 1st #CovidVaccine at the Tucson VA. Feeling thankful. Got family in Texas hospitalized right now. https://t.co/VysgKUwjDJ,['CovidVaccine'],Twitter for Android,False,2021-01-21 18:21:08,2021-01-21,18:21:08,2021-01-21 18:21:08
UPMC,"Pittsburgh, PA",Stay in tune with your health. Discover expert health tips from world-renowned UPMC.,2015-10-02 16:11:32,21240.0,385,2677,True,2021-01-21 18:23:00,"Tonight at 5 p.m., join this call to learn more about the #covidvaccine in a Q&amp;A with UPMC experts.",['covidvaccine'],Twitter for Advertisers (legacy),False,2021-01-21 18:23:00,2021-01-21,18:23:00,2021-01-21 18:23:00
Sonali Kinra,"London, England","GP, Interim Clinical Associate Primary care NHSE&I, GP Retention lead Notts ICS. An optimist at heart and believer in people power. Personal Views",2017-09-30 06:09:29,2923.0,2176,22870,False,2021-01-21 18:23:51,@ameetlak @Manor_View_NHS @NikkiKF @NHSEngland @HVCCG @MattHancock @BorisJohnson @CMO_England @ksb79 @haroonrauf6… https://t.co/IJQdsuXFgG,,Twitter for iPhone,False,2021-01-21 18:23:51,2021-01-21,18:23:51,2021-01-21 18:23:51
