user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Shane Johnson,Johannesburg,Lawyer obsessed with 🏑 🍕 🪴🐶,2011-03-01 05:25:00,1609.0,630.0,7564.0,False,2021-08-20 12:35:22,"Pfizer’d - one shot down, one still to go! #CovidVaccine #Covid19SA #Covishield #vaccinated  #VaccineRollOutSA #Pfizervaccine 💉💯❤️💥 https://t.co/JjlwEuaoXm","['CovidVaccine', 'Covid19SA', 'Covishield', 'vaccinated', 'VaccineRollOutSA', 'Pfizervaccine']",Twitter for iPhone,False,2021-08-20 12:35:22,2021-08-20,12:35:22,2021-08-20 12:35:22
Dan Pemic,,A dictatorship means muzzles all round and consequently stultification. Science can flourish only in an atmosphere of free speech - Einstein,2021-06-29 14:49:05,605.0,525.0,8201.0,False,2021-08-20 12:37:53,The best #CovidVaccine: turn your TV OFF! https://t.co/JVfL0rNoZV,['CovidVaccine'],Twitter Web App,False,2021-08-20 12:37:53,2021-08-20,12:37:53,2021-08-20 12:37:53
HPNonline,,"HPN  keeps healthcare professionals in supply chain, OR and Surgical services, Infection Prevention & Sterile Processing informed and up-to-date every day.",2012-03-07 16:17:38,1113.0,230.0,1004.0,False,2021-08-20 12:38:00,"@US_FDA #highlights 5 things to #know about #COVID-19 #vaccination for #adolescents
https://t.co/zhaJ4XG1up
#pediatrics #coronavirus #SARSCoV2 #prevention #getvaccinated #vaccines #covidvaccine #youngadult #preventivecare #HPN #HealthcarePurchasingNews #medical #healthcare","['highlights', 'know', 'COVID', 'vaccination', 'adolescents', 'pediatrics', 'coronavirus', 'SARSCoV2', 'prevention', 'getvaccinated', 'vaccines', 'covidvaccine', 'youngadult', 'preventivecare', 'HPN', 'HealthcarePurchasingNews', 'medical', 'healthcare']",Sprout Social,False,2021-08-20 12:38:00,2021-08-20,12:38:00,2021-08-20 12:38:00
NHS North Central London CCG – Camden,"Camden, London","Working to improve health and care for Camden as part of north central London clinical commissioning group (@NHS_NCLCCG). Monitored Mon - Fri, 9am - 5pm.",2016-01-25 13:18:32,2128.0,769.0,828.0,False,2021-08-20 12:38:50,"You can get your #CovidVaccine at Macey Chemist’s walk-in Moderna vaccination clinic Mon - Fri at 9am - 5.15pm, Sat 9am - 3pm

No booking needed. Everyone aged 18+ can get a jab. Second doses given 8 weeks after the 1st.

Find out more: https://t.co/BRgUiRsFuM https://t.co/FvHtmmCG3k",['CovidVaccine'],Hootsuite Inc.,False,2021-08-20 12:38:50,2021-08-20,12:38:50,2021-08-20 12:38:50
"Bijay Acharya, MD MPH","Boston, MA",@harvardmed trained #patientsafety & #QI @massgeneralMDs @mghhmu @massgeneralnews Co-founder @nyaya_health @possiblehealth @anmf_us RT≠endorsements/views mine,2009-06-03 18:38:54,2355.0,2669.0,16479.0,False,2021-08-20 12:40:36,"Another must read thread by @gregggonsalves 

The unethical push for ""booster"" will make the global #CovidVaccine inequity worse. https://t.co/6fgNuOMiOJ",['CovidVaccine'],Twitter Web App,False,2021-08-20 12:40:36,2021-08-20,12:40:36,2021-08-20 12:40:36
NHS North Central London CCG – Enfield,Enfield,"Working to improve health and care for Enfield as part of north central London clinical commissioning group (@NHS_NCLCCG). Monitored Mon - Fri, 9am - 5pm.",2013-04-07 15:20:41,4794.0,821.0,288.0,False,2021-08-20 12:40:43,"You can get your #CovidVaccine at Carlton House Surgery’s walk-in Pfizer and AstraZeneca vaccination clinic Mon - Sun at 9am - 6pm.

No booking needed. Everyone aged 16+ can get a jab at this location. Second doses given 8 weeks after the 1st. https://t.co/ILuBE1TQw0",['CovidVaccine'],Hootsuite Inc.,False,2021-08-20 12:40:43,2021-08-20,12:40:43,2021-08-20 12:40:43
Archons In Meat Suits,,Artificial Assimilation,2018-06-03 18:24:22,6.0,14.0,516.0,False,2021-08-20 12:41:29,#CovidVaccine i find it amazing that the Taliban can capture everything except covid19...,['CovidVaccine'],Twitter for Android,False,2021-08-20 12:41:29,2021-08-20,12:41:29,2021-08-20 12:41:29
northlondonpartners,,"Working with partners across north central London to improve health & care in Barnet, Camden, Enfield, Haringey, & Islington. Monitored Mon - Fri, 9am - 5pm.",2017-01-24 09:26:28,1952.0,1206.0,3508.0,True,2021-08-20 12:42:40,"You can get your #CovidVaccine at Macey Chemist’s walk-in Moderna vaccination clinic in Camden. Mon - Fri at 9am - 5.15pm, Sat 9am - 3pm.

No booking needed. Everyone aged 18+ can get a jab. Second doses given 8 weeks after the 1st.

Find out more: https://t.co/yv509azpDs https://t.co/xV1otTBbJV",['CovidVaccine'],Hootsuite Inc.,False,2021-08-20 12:42:40,2021-08-20,12:42:40,2021-08-20 12:42:40
"April Ehrlich, MD",,Clinical Research Geriatrics Fellow @JHGeriatrics | @uazmedtucson alumni 🐻⬇️ | Geriatrics and Primary Care | Hiking is my Happy Place | Views = my own,2020-03-06 19:24:27,360.0,396.0,2400.0,False,2021-08-20 12:44:06,"""Now, if you visit, live or work at a nursing home, you should not be at a high risk of contracting #COVID19 from unvaccinated employees."" 

Same for any other healthcare facility. Full stop. 

#CovidVaccine #Medtwitter 

https://t.co/zeH0pbaxmK","['COVID19', 'CovidVaccine', 'Medtwitter']",Twitter for Android,False,2021-08-20 12:44:06,2021-08-20,12:44:06,2021-08-20 12:44:06
jules serkin,"Whitstable, Kent. UK",#Radio presenter @scoffquaff Christmas special show #BBC #Radio Kent #PR  #health #beauty #hospitality #socialmedia #food & director of @NewMarketsMedia,2009-12-03 15:28:58,12072.0,8056.0,62652.0,False,2021-08-20 12:45:19,@2ndNewMoon @jamiecoulsontv @LeedsHospitals @BBCLookNorth Yes I’m still struggling 6 months after #Astrazenaca #covidvaccine taken on March 5th batch PV46671  no advice yet from AZ to GP - https://t.co/xnA9ZMWPCL,"['Astrazenaca', 'covidvaccine']",Twitter for iPhone,False,2021-08-20 12:45:19,2021-08-20,12:45:19,2021-08-20 12:45:19
