user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
NHS Coventry and Warwickshire CCG,"Coventry&Warwickshire, the UK","We are responsible for planning, organising and buying NHS-funded healthcare for people in the Coventry & Warwickshire area.",2012-11-02 11:37:45,5063.0,937.0,2741.0,False,2022-04-11 14:04:01,Don't let Covid-19 stop Easter fun! Make sure you've had all your vaccinations to help keep yourself and loved ones well https://t.co/sY0DRMh2ro #CovidVaccine #BoosterVaccine #GetVaccinated https://t.co/v8NtQDJez5,"['CovidVaccine', 'BoosterVaccine', 'GetVaccinated']",Sprout Social,False,2022-11-04 14:04:01,2022-11-04,14:04:01,2022-11-04 14:04:01
jcastonn,,,2017-10-22 03:00:43,59.0,50.0,342.0,False,2022-04-11 14:07:53,"Protect yourself and others from COVID-19.
Learn More at https://t.co/Vf3S05fGx6 

To schedule an appointment, contact Open Arms Healthcare Center today at
(601) 500-7660.

#COVIDVaccine #GetVaccinated #ahealthiermississippi https://t.co/NaLiX4No3A","['COVIDVaccine', 'GetVaccinated', 'ahealthiermississippi']",Twitter for iPhone,False,2022-11-04 14:07:53,2022-11-04,14:07:53,2022-11-04 14:07:53
jcastonn,,,2017-10-22 03:00:43,59.0,50.0,342.0,False,2022-04-11 14:08:37,"Protect yourself and others from COVID-19.
Learn More at https://t.co/Vf3S05fGx6 

To schedule an appointment, contact Open Arms Healthcare Center today at
(601) 500-7660.

#COVIDVaccine #GetVaccinated #ahealthiermississippi https://t.co/JNp6cHZgP7","['COVIDVaccine', 'GetVaccinated', 'ahealthiermississippi']",Twitter for iPhone,False,2022-11-04 14:08:37,2022-11-04,14:08:37,2022-11-04 14:08:37
jcastonn,,,2017-10-22 03:00:43,59.0,50.0,342.0,False,2022-04-11 14:09:05,"Protect yourself and others from COVID-19.
Learn More at https://t.co/Vf3S05fGx6 

To schedule an appointment, contact Open Arms Healthcare Center today at
(601) 500-7660.

#COVIDVaccine #GetVaccinated #ahealthiermississippi https://t.co/P1gzcxH2Qg","['COVIDVaccine', 'GetVaccinated', 'ahealthiermississippi']",Twitter for iPhone,False,2022-11-04 14:09:05,2022-11-04,14:09:05,2022-11-04 14:09:05
NashvilleResist 🗳️ TN Tax Without Representation,"Nashville, TN","Life in Davidson County means: TAXATION WITHOUT REPRESENTATION at the hands of #TNGOP. 

Blue Nashville & Memphis are the 💰 engine driving red TN. 🔥",2016-09-25 20:17:01,14159.0,13817.0,75501.0,False,2022-04-11 14:10:03,In a just world our state “leadership” would be held accountable but likely that won’t happen. Protect yourself &amp; loved ones with #CovidVaccine and #MaskUpYall. https://t.co/qniSPNkZmP,"['CovidVaccine', 'MaskUpYall']",Buffer,False,2022-11-04 14:10:03,2022-11-04,14:10:03,2022-11-04 14:10:03
Dr. Jennifer Kwan,"Ontario, Canada",Family Physician 🇨🇦👩🏻‍⚕️📈 Mon-Wed-Fri #COVID19Ontario updates. 🐶🍣🍜@McMasterFamMed alumna. @1010moment,2020-03-09 00:52:53,92192.0,7004.0,118732.0,True,2022-04-11 14:21:49,"#VaccinesWork to reduce the risk of severe illness from #COVID19 🙏🏻🥳 #Ontario #CovidVaccine 

🟠Orange line: Unvaccinated
🔵Navy line: Fully vaccinated

Source: https://t.co/Ix0RAeDc65
https://t.co/eMmolYmXDQ https://t.co/GCxPces8NE","['VaccinesWork', 'COVID19', 'Ontario', 'CovidVaccine']",Twitter Web App,False,2022-11-04 14:21:49,2022-11-04,14:21:49,2022-11-04 14:21:49
BioWorld,USA,"Biopharma’s trusted news source. Lynn Yoffee, Jennifer Boggs, Anette Breindl, Michael Fitzhugh, Lee Landenberger, Randy Osborne, Mari Serebrov, Richard Staines",2009-04-17 17:38:52,37502.0,9866.0,808.0,False,2022-04-11 14:30:05,"Everest Medicines and China Resources co-launch new mRNA vaccine company
https://t.co/X2KcxneCYk
#mRNA #vaccines #startup #deals #COVID19 #COVID19news #COVIDnews #COVID #COVIDvaccine #biotech #biopharma #biotechnology #BiotechNews #LifeSciencesNews #biopharmaceutical","['mRNA', 'vaccines', 'startup', 'deals', 'COVID19', 'COVID19news', 'COVIDnews', 'COVID', 'COVIDvaccine', 'biotech', 'biopharma', 'biotechnology', 'BiotechNews', 'LifeSciencesNews', 'biopharmaceutical']",Salesforce - Social Studio,False,2022-11-04 14:30:05,2022-11-04,14:30:05,2022-11-04 14:30:05
The Medicine Shoppe Pharmacy,"10905 N Nebraska Ave, Tampa FL",We are a family owned and operated pharmacy with a team that will always take the time to talk to you. Come check out our low prices and fast filling time!,2022-01-25 14:16:41,0.0,1.0,0.0,False,2022-04-11 14:44:42,"Schedule you Covid-19 Vaccine at the Medicine Shoppe Tampa today
https://t.co/27rMyTOO7v
#TheMedicineShoppeTampa #CovidVaccine #PatientCare https://t.co/jVYCLfTL96","['TheMedicineShoppeTampa', 'CovidVaccine', 'PatientCare']",Twitter Web App,False,2022-11-04 14:44:42,2022-11-04,14:44:42,2022-11-04 14:44:42
S.C.A.N.A.,"South Carolina, USA","Official Twitter account of the South Carolina Association of Nurse Anesthetists, founded in 1951 and 1,300 strong",2016-04-03 13:07:22,480.0,78.0,26.0,False,2022-04-11 14:51:08,European health officials say it’s too early to consider giving a fourth dose of mRNA COVID-19 vaccines to most people but say an extra booster can be administered to those over age 80. More: https://t.co/9kMBik9pFE. #COVIDvaccine,['COVIDvaccine'],Hootsuite Inc.,False,2022-11-04 14:51:08,2022-11-04,14:51:08,2022-11-04 14:51:08
Tania Farrow 🌻💙💛,"Norwich, England",,2012-09-30 18:40:48,73.0,169.0,6482.0,False,2022-04-11 15:04:34,A very happy boy!!!! Thanks @NHSuk @10DowningStreet let’s all fight Covid_19 get vaccinated #CovidIsNotOver #CovidVaccine #fight #helpingFightCovid_19 #ImVaccinated https://t.co/QveY7H7ndn,"['CovidIsNotOver', 'CovidVaccine', 'fight', 'helpingFightCovid_19', 'ImVaccinated']",Twitter for iPhone,False,2022-11-04 15:04:34,2022-11-04,15:04:34,2022-11-04 15:04:34
