user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
The Jerusalem Post,Israel,Israel & world news from the Jewish state's leading website and best-selling English news source. | Get the JPost newsletter https://t.co/2K4RCfBppj 📩,2009-01-25 14:17:26,486176.0,508.0,1521.0,True,2021-02-16 17:15:30,.@TelAviv offers residents who take #COVIDVaccine a choice between free #pizza or #hummus in a drive to get more pe… https://t.co/jS9XisjEO6,"['COVIDVaccine', 'pizza', 'hummus']",Twitter Web App,False,2021-02-16 17:15:30,2021-02-16,17:15:30,2021-02-16 17:15:30
John Thompson,,#gamer #doglover #catlover,2020-11-07 08:26:23,1.0,56.0,225.0,False,2021-02-16 17:15:58,It’s now four hours after they said the new system would be available...and it’s not there. #COVIDVaccine https://t.co/hz1VNLtkdJ,['COVIDVaccine'],Twitter for iPhone,False,2021-02-16 17:15:58,2021-02-16,17:15:58,2021-02-16 17:15:58
Mark D,,"Diabetic (T1), loves training & cars. 24/7 Evertonian & dad of 2. Support the @WSF_UK & #WilliamsSyndrome due to my gorgeous Eva!",2012-03-21 22:46:33,2411.0,2177.0,26922.0,False,2021-02-16 17:16:49,"🦠💉 #COVIDVaccine booked for next Tuesday. 

Other members of #GBDoc  who haven’t yet had it, don’t panic - the time… https://t.co/8ivH9vhexr","['COVIDVaccine', 'GBDoc']",Twitter for iPhone,False,2021-02-16 17:16:49,2021-02-16,17:16:49,2021-02-16 17:16:49
DouglasCoHealthDept,"Douglas County, Nebraska",Promoting and protecting the health of residents in Douglas County.,2013-11-06 19:39:12,4937.0,1017.0,8.0,False,2021-02-16 17:17:02,“This (the #CovidVaccine) is a medical marvel and I’m so proud to have received it! I did have a very slight sore a… https://t.co/96794fMRFb,['CovidVaccine'],Sprout Social,False,2021-02-16 17:17:02,2021-02-16,17:17:02,2021-02-16 17:17:02
Ellis B. Simon,"Long Island, New York","#PR and #marcom professional, writer, editor and photographer using his skills to tell clients' stories and working to make America better.",2014-06-25 02:26:51,263.0,805.0,3532.0,False,2021-02-16 17:17:09,@joncoopertweets On my way to get my #COVIDVaccine now. Tell Rob he has nothing to worry about.,['COVIDVaccine'],Twitter for iPhone,False,2021-02-16 17:17:09,2021-02-16,17:17:09,2021-02-16 17:17:09
परमाणु,United States,"🇮🇳 Indian, 🕉 हिंदू, Geopolitics & History Enthusiast, Engineer/Scientist, Will follow back",2010-02-14 18:53:23,940.0,2458.0,29172.0,False,2021-02-16 17:17:23,When will Chinese #COVIDVaccine be authorized anywhere outside China 😀 https://t.co/m4M0RxWV2o,['COVIDVaccine'],Twitter for Android,False,2021-02-16 17:17:23,2021-02-16,17:17:23,2021-02-16 17:17:23
Elisabeth Rosenthal,Washington DC,"EIC @KHNews| Past NY Times/Now OpEd Contributor| Author, NYT Bestseller: An American Sickness: How Healthcare became Big Business and How You Can Take it Back.",2009-04-02 02:15:06,19461.0,1249.0,6512.0,True,2021-02-16 17:17:40,"How ICE intersects with #COVIDVaccine campaign, leaving undocumented workers -- at high risk -- in dangerous limbo.… https://t.co/8htPlIPFQO",['COVIDVaccine'],Twitter for iPhone,False,2021-02-16 17:17:40,2021-02-16,17:17:40,2021-02-16 17:17:40
RoaminRazz,,,2020-07-27 19:58:56,0.0,0.0,0.0,False,2021-02-16 17:18:02,@POTUS @JoeBiden @SpeakerPelosi from my understanding Trump was giving out 1 million shots a day. So 1M*100=100M. S… https://t.co/7jYXVdRefh,,Twitter for Android,False,2021-02-16 17:18:02,2021-02-16,17:18:02,2021-02-16 17:18:02
chef Kali🌺,"Brooklyn, NY",“Extraordinary view on an ordinary world.” ~~feat. #stormgaga 📷 #caughtnotcroppedphotography 🏌🏼‍♀️Home of #m0nstaKaligolf & #BlazingKitchens🌶,2016-01-25 12:20:53,278.0,504.0,13322.0,False,2021-02-16 17:18:06,And sending #KidsToday &amp; #teachers bAck to #School2021 WITHOUT being #vaccinated is RIDICULOUSLY DANGEROUS. ?!?are… https://t.co/Oeb30oYoKb,"['KidsToday', 'teachers', 'School2021', 'vaccinated']",Twitter for iPhone,False,2021-02-16 17:18:06,2021-02-16,17:18:06,2021-02-16 17:18:06
Sam,"Timperley, Cheshire UK","School Business Manager #11yearsin and still love my job. AAT, DSBM. 3 gorgeous children and 1 gorgeous husband 😂. All views are entirely my own",2009-03-23 21:46:56,534.0,469.0,3947.0,False,2021-02-16 17:18:13,Cohort 6 means I’ve just had my first vaccine. Feeling very grateful #COVIDVaccine #thankyouNHS,"['COVIDVaccine', 'thankyouNHS']",Twitter for iPhone,False,2021-02-16 17:18:13,2021-02-16,17:18:13,2021-02-16 17:18:13
