user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Best Health 4 You,Planet Earth,"Promoting healthy, natural supplements and more for best health for you. Visit my site and try free offers.
Strongly against radicals & nazi around the world.",2013-07-06 19:54:34,407.0,47,17295,False,2021-10-18 16:36:38,"@nytimes #ColinPowell has #bloodcancer. His immune system was already compromised. #CovidVaccine sadly doesn't have 100% protection and those who have cancer are more at risk of complications and deaths of they got #coronavirus. Still, #CovidVaccine saves lives. Let's not forget he was 84","['ColinPowell', 'bloodcancer', 'CovidVaccine', 'coronavirus', 'CovidVaccine']",Twitter Web App,False,2021-10-18 16:36:38,2021-10-18,16:36:38,2021-10-18 16:36:38
TXCOVIDRECOVERY,"Rio Grande Valley, TX","Texans Recovering Together - Crisis Counseling Program 
Email: txcovidrecovery@ttbh.org
Office: M-F 8am-5pm (956)520-8900
24 Hour Crisis Hotline: 833-986-1919",2020-05-27 19:45:40,121.0,533,54,False,2021-10-18 16:37:09,"South Texas College will be hosting a COVID-19 Vaccination Clinic this Wednesday, October 20th from 9am-1pm. #TexansRecoveringTogether #SouthTexasCollege #STC #HidalgoCounty #RGV #COVID19 #COVID19Vaccine #CovidVaccine https://t.co/PZk6ACusmO","['TexansRecoveringTogether', 'SouthTexasCollege', 'STC', 'HidalgoCounty', 'RGV', 'COVID19', 'COVID19Vaccine', 'CovidVaccine']",Twitter Web App,False,2021-10-18 16:37:09,2021-10-18,16:37:09,2021-10-18 16:37:09
Carlos Mock,"Chicago, IL",Author of The Corner Queen--La Loca de La Esquina:  A Romance and A Revolution,2009-04-23 22:58:18,379.0,72,64614,False,2021-10-18 16:37:25,@US_FDA Panel Unanimously Recommends #JohnsonAndJohnson #BoosterShots #Covid_19 #CovidVaccine @washingtonpost @nytimes @FinancialTimes @WSJhealth @Reuters @business @AP @BBC @CNN @MSNBC @thehill @acog @AmerMedicalAssn @CDCgov @DuPageCMS @HHSGov @WHO https://t.co/ss6Nv5nLKD,"['JohnsonAndJohnson', 'BoosterShots', 'Covid_19', 'CovidVaccine']",Twitter Web App,False,2021-10-18 16:37:25,2021-10-18,16:37:25,2021-10-18 16:37:25
Andy,,,2018-10-09 17:52:21,2.0,31,50,False,2021-10-18 16:37:52,@WHO Cut corners??? What hapened to pfizer &amp; Moderna vaccine?? How come booster shots are required if corners were not cut for them. WHO is the most corrupt organization. Pay them money and they will sell the human soul. Pathetic. #whocorrupt #CovidVaccine #vaccine #pfizer #moderna,"['whocorrupt', 'CovidVaccine', 'vaccine', 'pfizer', 'moderna']",Twitter for Android,False,2021-10-18 16:37:52,2021-10-18,16:37:52,2021-10-18 16:37:52
john kountouris,"Los Angeles, CA USA","Greek-American journalist, Greek Translator for the DOJ, Apple and Hollywood/Author/Greek political pundit on Greek TV. See my site: https://t.co/u58toX0cwh",2009-03-21 16:43:08,657.0,292,386,False,2021-10-18 16:38:06,"Former US Secretary of State #ColinPowell Dies. He was #FULLY_VACCINATED // #COVIDvaccine 

https://t.co/HaOAeBdJDt","['ColinPowell', 'FULLY_VACCINATED', 'COVIDvaccine']",Twitter Web App,False,2021-10-18 16:38:06,2021-10-18,16:38:06,2021-10-18 16:38:06
Greek News on Demand,"Covina, CA",Greek News Service Bringing you the latest news on Greece.,2015-07-08 19:25:40,377.0,102,211,False,2021-10-18 16:38:17,"Former US Secretary of State #ColinPowell Dies. He was #FULLY_VACCINATED // #COVIDvaccine 

https://t.co/rQ4AsWCZqa","['ColinPowell', 'FULLY_VACCINATED', 'COVIDvaccine']",Twitter Web App,False,2021-10-18 16:38:17,2021-10-18,16:38:17,2021-10-18 16:38:17
"Independence Now, Inc.","Silver Spring, MD",Independence Now advocates and embodies independence and equality for all people with disabilities.,2014-09-05 20:57:48,802.0,2589,2738,False,2021-10-18 16:40:02,"#GetVaxxed: Sammi Hampton, our #COVID #Vaccine Outreach Assistant, can help you set up an appointment for your #COVIDVaccine or Pfizer booster at a time and place that works for you! You can call Sammi at 240-898-2182 or email them at shampton@innow.org.","['GetVaxxed', 'COVID', 'Vaccine', 'COVIDVaccine']",Twitter Web App,False,2021-10-18 16:40:02,2021-10-18,16:40:02,2021-10-18 16:40:02
Prayagrajwale,,Education & Technology,2021-09-23 03:53:47,38.0,769,772,False,2021-10-18 16:43:11,"@RajabZia @_J786 @Father_Of_Endia @royal___girl_ @Fake_Smile23 @Hafezsays @1nViS1bL3_ @ImranISP2 @M416_SHAH @uziiirajput @H___Malik ""This is a huge achievement and we Indians need to be proud of it"": Dr Randeep Guleria, Director, AIIMS, on the upcoming billionth #COVIDVaccine dose https://t.co/5CP32tWRSt",['COVIDVaccine'],Twitter for Android,False,2021-10-18 16:43:11,2021-10-18,16:43:11,2021-10-18 16:43:11
Prayagrajwale,,Education & Technology,2021-09-23 03:53:47,38.0,769,772,False,2021-10-18 16:43:38,"@FarrakhBashir1 @damlegacy24 @nkish0786 ""This is a huge achievement and we Indians need to be proud of it"": Dr Randeep Guleria, Director, AIIMS, on the upcoming billionth #COVIDVaccine dose https://t.co/5CP32tWRSt",['COVIDVaccine'],Twitter for Android,False,2021-10-18 16:43:38,2021-10-18,16:43:38,2021-10-18 16:43:38
Prayagrajwale,,Education & Technology,2021-09-23 03:53:47,38.0,769,772,False,2021-10-18 16:44:07,"@frzoMJD @zh_9123 @FZNYSFZ @Paglukhan6 @Aashii_786 @RosieeeeTweeets @RajabAl59577504 @asif_writes007 @13Leo1 @Kuri_Beautiful @SaadAkram_9 @AnasJanjua111 @itforyou6 @S_Zahra21 @Father_Of_Endia @WakeelK06928828 ""This is a huge achievement and we Indians need to be proud of it"": Dr Randeep Guleria, Director, AIIMS, on the upcoming billionth #COVIDVaccine dose https://t.co/5CP32tWRSt",['COVIDVaccine'],Twitter for Android,False,2021-10-18 16:44:07,2021-10-18,16:44:07,2021-10-18 16:44:07
