user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
First India,"Jaipur, India",Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia | 📱Download App: https://t.co/ttcbQyyCKj,2019-04-04 10:16:38,7038.0,223.0,155.0,False,2021-03-23 15:03:37,An independent board that reviews data from multiple #CovidVaccine candidates in the #UnitedStates has expressed co… https://t.co/GAaBoYz5EW,"['CovidVaccine', 'UnitedStates']",Twitter Web App,False,2021-03-23 15:03:37,2021-03-23,15:03:37,2021-03-23 15:03:37
Polkapolka,Earth,"Hi 🙋‍♂️ building my brand of being perfectly imperfect

-Think Global, Act Local-

No BS
#DOGE = #DoOnlyGoodEveryday
#Systems #Health #ClimateAction
#education",2021-02-06 06:08:32,109.0,104.0,840.0,False,2021-03-23 15:04:04,"Kronos Advanced #technology - a company that has significantly changed the way air is moved, filtered and sterilize… https://t.co/y526x1BoFt",['technology'],Twitter Web App,False,2021-03-23 15:04:04,2021-03-23,15:04:04,2021-03-23 15:04:04
Tyra Angelita Maria PUSSYRIOT🖤iCOINTELPRO🙋🏾‍♀️,San Francisco,U CAN NOT GIVE UNLIMITED POWER 2 LIMITED MINDS #GILETSJAUNES #FreeAssange #ExtReb #FreeRLW #AbolishICE #RESIST #Navalny #CloseRikers #BPP 🇫🇷🦉🌻🐨👽🧕🏾😷,2012-02-03 23:48:30,1137.0,8.0,102238.0,False,2021-03-23 15:04:09,There is a war currently being waged by #bigPgarma against poor countries who can't afford millions of doses of the… https://t.co/xv9I9tE08Q,['bigPgarma'],Twitter for Android,False,2021-03-23 15:04:09,2021-03-23,15:04:09,2021-03-23 15:04:09
Shanti Tasha,,Kenya is beautiful travel as much as you can. As far as you can. As long as you can. Life’s not meant to be lived in one place.,2020-09-18 13:07:20,660.0,2250.0,1767.0,False,2021-03-23 15:04:24,"@WilliamsRuto will he be the 5th president of #Kenya???

#KenyaNiMimi 
Welcome to Kenya
15 ICU
#Kenya2BeLandlocked… https://t.co/BABLJ6Ey7b","['Kenya', 'KenyaNiMimi', 'Kenya2BeLandlocked']",Twitter Web App,False,2021-03-23 15:04:24,2021-03-23,15:04:24,2021-03-23 15:04:24
NHS East of England,"East of England, UK","NHS England and NHS Improvement in the East of England. Call 111 for urgent health advice, visit your pharmacy for minor illnesses. Call 999 for emergencies.",2019-02-20 11:16:32,3834.0,798.0,7092.0,True,2021-03-23 15:04:35,"We're proud to announce that in the East of England we've hit three million doses of the #CovidVaccine. 

This is a… https://t.co/rMZ1UHDMjN",['CovidVaccine'],Twitter Web App,False,2021-03-23 15:04:35,2021-03-23,15:04:35,2021-03-23 15:04:35
Adrienne Glisson,,"Mom to the two funniest girls on the planet, wife to the most outnumbered man.",2018-01-17 14:19:28,45.0,623.0,941.0,False,2021-03-23 15:06:10,Last night I dreamt I called @iammrvandy to say I wouldn't be able to make it to his show because I had to get vacc… https://t.co/WcXLbNXx5q,,Twitter for Android,False,2021-03-23 15:06:10,2021-03-23,15:06:10,2021-03-23 15:06:10
"Jonathan Jacobs, Ph.D. 🦠🧬🚀🕹",US & elsewhere,"I get out of bed for #scicom🚀🧬#genomics🦠#bioinformatics⚙️ #gaming🕹#DND 🎲#ChaoticGood / Tweets, PhD & Blog My Own. he/him 🧬🧫🦠Snr. Director @OfficialATCC",2011-04-12 13:56:11,4860.0,2522.0,9940.0,False,2021-03-23 15:06:43,"Got my second shot! 💉💉🙌🙏

Thank you @officialatcc for the support! 

#VaccinesWork #COVID19 #CovidVaccine https://t.co/dxfKN2x3K4","['VaccinesWork', 'COVID19', 'CovidVaccine']",Twitter for iPhone,False,2021-03-23 15:06:43,2021-03-23,15:06:43,2021-03-23 15:06:43
☀️Multi Stream Media☀️,USA,"😷 Independent, Nonpartisan, Nonsectarian, Thoughtfully Curated Streaming Media - Conversation Paves TheFutureWay 😷",2011-08-20 01:26:17,1551.0,3640.0,9808.0,False,2021-03-23 15:07:02,"Pfizer to reportedly develop new vaccines...  https://t.co/96IbXi7RJ8

#COVIDー19 #COVID19 #CovidVaccine #COVID19timelines #FMPartnersCapital","['COVIDー19', 'COVID19', 'CovidVaccine', 'COVID19timelines', 'FMPartnersCapital']",Twitter Web App,False,2021-03-23 15:07:02,2021-03-23,15:07:02,2021-03-23 15:07:02
Ken Rubin,,Entrepreneur.  Dog lover.  Hawkeye.  Fast food expert.  Health nut. Supporter of the arts.  Independent thinker.  Sleep #40.  Can't accept Abe Vigoda is dead.,2009-11-25 00:32:11,30.0,29.0,512.0,False,2021-03-23 15:07:44,I just received vaccine shot #1.  Does anyone know where to download the app that connects to the microchip?… https://t.co/HuG15csxqH,,Twitter for Android,False,2021-03-23 15:07:44,2021-03-23,15:07:44,2021-03-23 15:07:44
TXCOVIDRECOVERY,"Rio Grande Valley, TX","Texans Recovering Together - Crisis Counseling Program 
Email: txcovidrecovery@ttbh.org
Office: M-F 8am-5pm (956)520-8900
24 Hour Crisis Hotline: 833-986-1919",2020-05-27 19:45:40,81.0,529.0,45.0,False,2021-03-23 15:08:41,"Cameron County - Vaccine Voucher Distributions available Thursday, March 25th starting at 8am-until supplies last.… https://t.co/Uyy89XlanO",,Twitter Web App,False,2021-03-23 15:08:41,2021-03-23,15:08:41,2021-03-23 15:08:41
