user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
"Brayden LaBute, PhD",,"PhD from @uwindsor in molecular biology, cancer and hematology. Love all things blood. Research Associate at UWindsor COVID saliva screening lab.",2014-07-10 18:40:05,92.0,166,1078,False,2022-07-15 15:41:36,"Got my 4th COVID vaccine today! Feel very privileged to be able to do so. Please continue to be vaccinated, protect yourselves and protect others #CovidIsNotOver #CovidVaccine https://t.co/gyUhwGP97M","['CovidIsNotOver', 'CovidVaccine']",Twitter Web App,False,2022-07-15 15:41:36,2022-07-15,15:41:36,2022-07-15 15:41:36
Sariful Mallick,India,𝙉𝙚𝙬𝙨 𝙊𝙗𝙨𝙚𝙧𝙫𝙚𝙧 & 𝘼𝙣𝙖𝙡𝙮𝙨𝙩 | 𝙏𝙚𝙘𝙝𝙣𝙤𝙡𝙤𝙜𝙮 | 𝙁𝙖𝙘𝙩 𝘾𝙝𝙚𝙘𝙠 |,2022-06-25 09:29:37,1.0,13,169,False,2022-07-15 15:49:50,"#WestBengal COVID-19 Daily Health Bulletin: 15 July 2022. A detailed snapshot of all relevant details on #COVID19  in WB. Keep checking.

#BengalFightsCorona #CovidIsNotOver #CovidVaccine #COVID19india #COVIDisAirborne 
@wbdhfw https://t.co/nMNi6WvLIR","['WestBengal', 'COVID19', 'BengalFightsCorona', 'CovidIsNotOver', 'CovidVaccine', 'COVID19india', 'COVIDisAirborne']",Twitter for Android,False,2022-07-15 15:49:50,2022-07-15,15:49:50,2022-07-15 15:49:50
Debber,Nanoose Bay British Columbia,"🇨🇦Mostly Retired Married to Laurie! Love The Outdoors, Hiking, Biking, Skiing, Gardening, Mason Bee's, Wine & Travel On Parler/gab/Gettr @Debber1 🚫PC 🚫Lists",2010-03-11 22:51:59,4939.0,4585,81416,False,2022-07-15 16:00:36,Facts don't lie...Terrible📰 for those that took the #CovidVaccine https://t.co/LvWJJiXNmU,['CovidVaccine'],Twitter Web App,False,2022-07-15 16:00:36,2022-07-15,16:00:36,2022-07-15 16:00:36
Asiana Times,India,"We provide news that makes sense, fast and accurate. Visit us at https://t.co/UUKOFVwTJS",2021-05-15 09:59:01,529.0,25,229,False,2022-07-15 16:12:31,"India's 75-day free booster programme begins today, and the #government  calls for a ""ambitious effort.""
#CovidVaccine #free #government https://t.co/aqAykWWGye","['government', 'CovidVaccine', 'free', 'government']",Twitter Web App,False,2022-07-15 16:12:31,2022-07-15,16:12:31,2022-07-15 16:12:31
Frances Scott,"Austin, TX",https://t.co/Bl6LYaCxaN,2009-04-01 16:37:33,274.0,875,826,False,2022-07-15 16:23:27,"Skip to/read the ""SUBJECT SUMMARY"" &amp; ""NARRATIVE COMMENT"" sections to see the  reasons people were withdrawn from the #Pfizer #covidvaccine trials prior to EUA. This is from the latest FDA/Pfizer document release.  https://t.co/AGIQtgwHeL","['Pfizer', 'covidvaccine']",Twitter Web App,False,2022-07-15 16:23:27,2022-07-15,16:23:27,2022-07-15 16:23:27
Catholic Charities of Northern Nevada,"Reno, NV","No matter the culture, race, religion or background, Catholic Charities & the St. Vincent's Programs are easing the pain of poverty in our community.",2011-04-05 22:18:38,862.0,248,168,False,2022-07-15 16:23:54,#Vaccines available today in #Reno until 11:30am. 500 E. Fourth St. For more information visit: https://t.co/Rj24P0IRPg   Aging and Disability Services - State of Nevada - Lifespan NV #NVDHHS  #VaccinationClinic #CovidVaccine #InfantVaccines #NorthernNevada https://t.co/Q8RdqvrzUI,"['Vaccines', 'Reno', 'NVDHHS', 'VaccinationClinic', 'CovidVaccine', 'InfantVaccines', 'NorthernNevada']",Buffer,False,2022-07-15 16:23:54,2022-07-15,16:23:54,2022-07-15 16:23:54
Captain Brijesh Chowta | ಕ್ಯಾಪ್ಟನ್ ಬ್ರಿಜೇಶ್ ಚೌಟ,Mangaluru | Bengaluru,"Soldier - Served in the Indian Army's Gorkha Regiment | Entrepreneur | Cultural and Political Activist | Former Dist Gen Sec - BJP, Dakshina Kannada",2010-02-04 17:21:39,7591.0,476,5474,False,2022-07-15 16:24:04,"235 million total supplies of COVID-19 vaccines to 98 countries!

This is #India. Be it in comfort or crisis we stand by everyone and work for global welfare.

#CovidVaccine https://t.co/shg5FRHgRG","['India', 'CovidVaccine']",Twitter for iPhone,False,2022-07-15 16:24:04,2022-07-15,16:24:04,2022-07-15 16:24:04
Tim Thompson,"Savannah, GA","Love, politics, rock n roll.",2015-01-02 20:15:51,121.0,537,16491,False,2022-07-15 16:37:10,"Contacted @ReverendWarnock with concerns about authorizing #CovidVaccine for under-5’s. His response was to gaslight me as being someone with “concerns about vaccinating children.”

I don’t have concerns about vaccinating children. I have concerns about THIS vaccine.",['CovidVaccine'],Twitter for iPhone,False,2022-07-15 16:37:10,2022-07-15,16:37:10,2022-07-15 16:37:10
WORLD,"Oakland, CA","Connecting women with HIV/AIDS prevention, support, resources, and advocacy",2010-02-14 06:34:52,613.0,362,303,False,2022-07-15 16:38:19,"Today is a great day to get vaccinated in Oakland! Visit https://t.co/OhUAeJJMri for information on locations, hours, how to register, and if walk-ins are available.

#HRSA #COVID19 #COVIDisAirborne #COVIDvaccine #WORLD #oakland #bayarea #nonprofit https://t.co/gzwCevbDfs","['HRSA', 'COVID19', 'COVIDisAirborne', 'COVIDvaccine', 'WORLD', 'oakland', 'bayarea', 'nonprofit']",Twitter Web App,False,2022-07-15 16:38:19,2022-07-15,16:38:19,2022-07-15 16:38:19
Alliance for Positive Change,New York City,"Helping New Yorkers feel better, live better, and do better.",2009-04-17 20:34:02,2581.0,1300,3005,False,2022-07-15 16:48:03,"It's never too late for a reminder on the best way to wash your hands! Stay safe and healthy, New York!

#VaxedAndProud #CancelCovid #HealingStartsHere #CovidVaccine #ImVaccinated #IGotVaccinated #VaccinesSaveLives #VaccinesWork #TheTruthAboutCovid #CovidTruths #CovidMyths https://t.co/g20Yugi8pP","['VaxedAndProud', 'CancelCovid', 'HealingStartsHere', 'CovidVaccine', 'ImVaccinated', 'IGotVaccinated', 'VaccinesSaveLives', 'VaccinesWork', 'TheTruthAboutCovid', 'CovidTruths', 'CovidMyths']",Twitter Web App,False,2022-07-15 16:48:03,2022-07-15,16:48:03,2022-07-15 16:48:03
