user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Rufaidah Al-Dabbagh رفيدة الدباغ,Riyadh,"Public Health Consultant & Academician. أكاديمية و استشارية صحة عامة. alumna:@ucla, @umichsph,@ksu_medicine",2009-06-22 16:52:23,2770.0,244,358,False,2021-01-14 15:36:00,Got my first #CovidVaccine shot Never have I seen a more organized prevention strategy in my life!completely digiti… https://t.co/U93lAyS9dx,['CovidVaccine'],Twitter for iPhone,False,2021-01-14 15:36:00,2021-01-14,15:36:00,2021-01-14 15:36:00
Dr Saturday's Child 🇱🇨,Recalculating...,🇱🇨; ♏️; #Gramfam; #UAB;👩🏾‍🔬; 🏀⚽️🎾🏏; #SelfPartnered; #Savage; #Dragonfly Haemoglobin Is Life,2012-10-10 16:34:29,119.0,458,7645,False,2021-01-14 15:36:17,Final blood pressure check and then I’m on my way. #CovidVaccine,['CovidVaccine'],Twitter for iPhone,False,2021-01-14 15:36:17,2021-01-14,15:36:17,2021-01-14 15:36:17
Domain Exotics,Canada,"Canadian/USA Domain broker, photographer, author, traveler.
WhatsApp  +1-236-335-0461
Email domainexotics@gmail.com",2020-05-30 20:31:13,437.0,1006,298,False,2021-01-14 15:36:22,"https://t.co/PHtBDirqyM is available now.

#COVID19 #COVID #vaccine #vaccines #CovidVaccine #CovidVaccines #domain… https://t.co/DNFCtrKIWr","['COVID19', 'COVID', 'vaccine', 'vaccines', 'CovidVaccine', 'CovidVaccines', 'domain']",Twitter Web App,False,2021-01-14 15:36:22,2021-01-14,15:36:22,2021-01-14 15:36:22
Sian 💙,"England, United Kingdom",I am a Children’s Nurse who cannot spell or use grammar correctly; but I am full of magic and sunshine! Views and opinions are my own ....... Be kind,2013-02-12 19:34:42,104.0,603,8549,False,2021-01-14 15:37:07,When you are a paediatric nurse who has had a vaccine! Such amazing teamwork shown today @Southern_NHSFT @UHSFT… https://t.co/BPpF3ia1O8,,Twitter for iPhone,False,2021-01-14 15:37:07,2021-01-14,15:37:07,2021-01-14 15:37:07
Mitch Holdwick,"Ann Arbor, MI ","Healthcare marketer (@stjoes_health), digital strategist, HCRM certified with an obsession for precision marketing. Dad/trivia host and I love #Detroit sports.",2009-07-09 14:59:10,350.0,1606,2771,False,2021-01-14 15:37:15,Dr. Adams!!!  This made my day... one of my favorite docs.  #CovidVaccine https://t.co/AXV7eo1CZO,['CovidVaccine'],Twitter for iPhone,False,2021-01-14 15:37:15,2021-01-14,15:37:15,2021-01-14 15:37:15
MarylandRecovery,410-773-0500,"Maryland Addiction Recovery Center is a substance abuse treatment facility in Baltimore County, MD. Reconstructing lives through innovative treatment solutions.",2013-05-27 00:03:06,1846.0,1131,608,False,2021-01-14 15:37:24,"MARC’s Tony Easter from the #Recovery Support Staff, says “Round one done! I did this for my daughter, stepson, fia… https://t.co/PrGgNfTbcL",['Recovery'],Twitter for iPhone,False,2021-01-14 15:37:24,2021-01-14,15:37:24,2021-01-14 15:37:24
FX CRYPTOCURRENCIES INVESTMENT,mars...,"message me let’s talk Binary Option Trade ...Trade/mine/Earn Bitcoin,Professional Account Manager DM⬇️ #BTC #forex #cryptocurrency #Bitcoin # Binary",2019-09-04 14:39:31,67.0,346,373,False,2021-01-14 15:37:48,"RISK IS THE PRICE FOR  OPPORTUNITY .

  SUCCESS IN LIFE ALWAYS INVOLVES RISK.
THE PERSON WHO RISKS NOTHING,DOES NOT… https://t.co/gJ3WOWbWpG",,Twitter for iPhone,False,2021-01-14 15:37:48,2021-01-14,15:37:48,2021-01-14 15:37:48
NHS East of England,"East of England, UK","NHS England and NHS Improvement in the East of England. Call 111 for urgent health advice, visit your pharmacy for minor illnesses. Call 999 for emergencies.",2019-02-20 11:16:32,3141.0,786,4244,True,2021-01-14 15:37:52,As lots of people in the priority groups continue to receive their Covid-19 vaccine there's a lot of positive emoti… https://t.co/MM1Xgq0gpS,,TweetDeck,False,2021-01-14 15:37:52,2021-01-14,15:37:52,2021-01-14 15:37:52
that℃♀♀£chic,"New Delhi, India","Anesthesiologist. Chaotic/Sorted. Humor, cricket, cocktails, food, love, cinema, animals, cerebrum. Done all that's clichéd! 
https://t.co/i7QoOafzPO.",2018-08-26 10:18:03,28.0,87,818,False,2021-01-14 15:38:00,Don't have second shot of Pfizer vaccine! I got the worst chills and malaise of my life! 😭 #Pfizer #CovidVaccine #CoronaVaccine,"['Pfizer', 'CovidVaccine', 'CoronaVaccine']",Twitter for Android,False,2021-01-14 15:38:00,2021-01-14,15:38:00,2021-01-14 15:38:00
Washington Literacy Center,"Washington, DC",The Washington Literacy Center serves adults struggling to read and write in the District. We need your help! Donate now: https://t.co/CXYr1Iy2o4,2010-11-22 23:49:06,788.0,986,1448,False,2021-01-14 15:38:24,DC needs to help residents with low literacy and no computers to access vaccines #adultliteracy #CovidVaccine  https://t.co/fFf2zvCDUE,"['adultliteracy', 'CovidVaccine']",Twitter Web App,False,2021-01-14 15:38:24,2021-01-14,15:38:24,2021-01-14 15:38:24
