user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Dorset HealthCare,"Dorset, England","Dorset’s community, physical and mental health NHS Trust. Account not monitored 24/7. For urgent clinical help call 111. #BetterEveryDay",2009-03-11 15:49:23,7747.0,848,5230,True,2021-08-25 14:39:53,"Aged 16 or 17? Come on down and grab your jab! Have your #CovidVaccine at a walk-in at the BIC or wait to be invited by your GP. Details at https://t.co/Ko5RZVl7CM
Protect yourself, your family and your friends before you go back to school, work, college or uni. https://t.co/phlLeHQEEU",['CovidVaccine'],Twitter Web App,False,2021-08-25 14:39:53,2021-08-25,14:39:53,2021-08-25 14:39:53
NHS Greenwich CCG,"Greenwich, London","We are part of @NHSSELondonCCG, responsible for planning, buying and monitoring healthcare services for Greenwich residents.",2009-12-01 09:56:00,12769.0,6204,1889,True,2021-08-25 14:40:47,"Aged 16 to 17? 💙Getting your #COVIDvaccine today could give you more than 80% protection against severe illness and hospitalisation.
Find a walk-in clinic near you.🗺️ 
Check:  👉https://t.co/1SUp80aaTF. https://t.co/uuYT4QzHnM",['COVIDvaccine'],Twitter Web App,False,2021-08-25 14:40:47,2021-08-25,14:40:47,2021-08-25 14:40:47
Family Health La Clinica,"Wautoma, WI","Medical, dental, counseling & addiction services for everyone! Insured and uninsured welcome, sliding fee scale based on income. Call 1-800-942-5330 to schedule",2017-03-20 19:13:33,78.0,264,176,False,2021-08-25 14:41:11,Get your #CovidVaccine and get $100! Now through September 6th! #YouStopTheSpread #VaccineReward https://t.co/VUGc1YGfq6,"['CovidVaccine', 'YouStopTheSpread', 'VaccineReward']",Twitter Web App,False,2021-08-25 14:41:11,2021-08-25,14:41:11,2021-08-25 14:41:11
Nguyen #fbpe #fbr,"Brussels, Belgium",Press 'Enter' and live the rest of your life regretting it,2016-10-17 08:37:00,18955.0,15492,139034,False,2021-08-25 14:43:50,#Moderna has completed its submission to the #FDA for full approval of its #CovidVaccine for people age 18 and older https://t.co/bdBN9bVrM9,"['Moderna', 'FDA', 'CovidVaccine']",Twitter for Android,False,2021-08-25 14:43:50,2021-08-25,14:43:50,2021-08-25 14:43:50
Jonathan The Gray,Minneapolis,"Last of the V-8 Interceptors. He/Him. Pop Culture, Politics, and a hatred of Trumpers. No friend of fandom. Occasionally surly. “Che la mia ferita sia mortale.”",2010-02-11 22:24:10,953.0,2893,167841,False,2021-08-25 14:46:02,"Honestly, the people who listen to @RonJohnsonWI should definitely be taking a huge amount of random drugs and waiting to see what happens. I don't see a downside.
#COVID19 
#COVIDIOTS 
#WearAMask 
#CovidVaccine 
#CovidIsNotOver 
#BlameTheUnvaccinated https://t.co/nqdGcE2yAj","['COVID19', 'COVIDIOTS', 'WearAMask', 'CovidVaccine', 'CovidIsNotOver', 'BlameTheUnvaccinated']",Twitter Web App,False,2021-08-25 14:46:02,2021-08-25,14:46:02,2021-08-25 14:46:02
k :-),Central FL,"Photographer, Teacher, Friend, Reader, Thinker, Gardener, Wanderer & Laugher",2009-04-18 01:35:34,152.0,264,563,False,2021-08-25 14:46:33,I wonder what the legal liability will be for employers who require #CovidVaccine &amp; the employee suffers long term side effects from vaccine 🤔. I rec’d second shot in March and have suffered numerous side effects. @Facebook @google @UnitedAirlines_ @Disney @washingtonpost @Delta,['CovidVaccine'],Twitter for iPhone,False,2021-08-25 14:46:33,2021-08-25,14:46:33,2021-08-25 14:46:33
Alex Cabrales,"Phoenix, AZ","Phoenix Radio Personality, Mega 104.3  Podcaster Phoenix Suns fan San fransisco 49ers fan Arizona Diamondbacks fan. father husband sports fan. .",2009-03-17 15:56:24,453.0,468,766,False,2021-08-25 14:47:16,We could have another full approval. #COVID19 #coronavirus #CovidVaccine #Medicine #medications #vaccine #vaccination #ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs #JohnsonandJohnson #JohnsonAndJohnsonVaccine #covid #phizer #modernavaccine #moderna https://t.co/q60I8CDEry,"['COVID19', 'coronavirus', 'CovidVaccine', 'Medicine', 'medications', 'vaccine', 'vaccination', 'ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs', 'JohnsonandJohnson', 'JohnsonAndJohnsonVaccine', 'covid', 'phizer', 'modernavaccine', 'moderna']",Twitter for Android,False,2021-08-25 14:47:16,2021-08-25,14:47:16,2021-08-25 14:47:16
COVID News,Estados Unidos,News about COVID-19,2013-06-05 08:52:31,3311.0,1474,130,False,2021-08-25 14:48:35,"Phillipsburg, NJ – @Zufall_Health will be providing #COVID vaccines from 3pm to 8pm at the Early Childhood Learning Center, 459 Center Street, Phillipsburg. Free health screenings &amp; tests, plus $20 gift cards &amp; backpacks. Walk-ins welcome! #CovidVaccine https://t.co/CeZvEGco6I","['COVID', 'CovidVaccine']",Revive Social App,False,2021-08-25 14:48:35,2021-08-25,14:48:35,2021-08-25 14:48:35
"Matthew (!! Let’s Go, Hokies !!)",Northern Virginia ,"@VTSPIA & @McCourtSchool Alumnus. Hokies, & Hoyas fan. ACSMA, FWAA, & USBWA member. Always a North Dakotan!! @AllSportsDACC contributor.",2017-01-03 16:31:22,1375.0,1305,43249,False,2021-08-25 14:48:44,I think the private sector is going to make more moves on mandating the #COVID19 vaccination for its employees and customers than the government will ever do. Delta not mandating it - but they basically are imposing a $2400 cost on their employees. #COVIDー19 #CovidVaccine,"['COVID19', 'COVIDー19', 'CovidVaccine']",Twitter for iPhone,False,2021-08-25 14:48:44,2021-08-25,14:48:44,2021-08-25 14:48:44
JusticeMatters!,Under God's Grace,"Radio,TV, Advertising, Production, Olivia Pope of PR. Civil Rights & Justice Advocate; #BLM.🔺ΣΘ.
Friend & Confidant; Proud Mom. Jesus is my Lord & Saviour",2009-11-25 10:18:28,2192.0,3156,125237,False,2021-08-25 14:48:47,"Experts aren't impressed with J&amp;J #CovidVaccine new data to support boosters: Only 20 patients, 3 of were excluded; 3 others had a sharp increase in antibody responses, w/ 1 having breakthrough infection &amp; minor symptoms; 2 had received an mRNA shot #JandJ https://t.co/BeLcUolTUc","['CovidVaccine', 'JandJ']",Twitter for Android,False,2021-08-25 14:48:47,2021-08-25,14:48:47,2021-08-25 14:48:47
