user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
🔥THE Raj🔥,"Van City, BC","world traveler, food expert and political enthusiast. He enjoys dishing out a bit of satire on current events and politics. 🇨🇦 🏒 🍱 ✈️ 🏈 🎼 🎥",2011-05-08 21:30:06,157.0,277.0,6104.0,False,2021-11-20 21:38:28,#Covid #CovidVaccine  interesting read.                                 https://t.co/eQ8vUt4dpB,"['Covid', 'CovidVaccine']",Twitter for iPhone,False,2021-11-20 21:38:28,2021-11-20,21:38:28,2021-11-20 21:38:28
Sally Gardner,NV: #BS.1002227 CA: #01154939,Founding partner at Tahoe Estates Group. Real estate development. Mom x3. Housing advocate. Serial Entrepreneur. Efficiency geek. Problem solver.,2012-06-03 15:30:19,1071.0,2823.0,1237.0,False,2021-11-20 21:44:29,"Tahoe Forest Hospital on Donner Pass Rd across from Napa Auto Parts is offering Covid vaccines today in Truckee by appointment, or walk-in. #CovidVaccine #truckee #tfhd https://t.co/SEXaig8T8X","['CovidVaccine', 'truckee', 'tfhd']",Twitter for iPhone,False,2021-11-20 21:44:29,2021-11-20,21:44:29,2021-11-20 21:44:29
Climate Detective,,"Physicist (MA & PhD) & socialist exploring climate science & Hyman Minsky economics.
For: Labour & Brexit.
Against: bad science, climate extremism.",2020-11-07 17:03:33,98.0,175.0,426.0,False,2021-11-20 21:54:13,@farnsworth_adam @BellaWallerstei People can change their #CovidVaccine status. They can't change their race. Equating the two is offensive.,['CovidVaccine'],Twitter Web App,False,2021-11-20 21:54:13,2021-11-20,21:54:13,2021-11-20 21:54:13
Australian Government Department of Health,Australia,"Updates, news & information from the Australian Government Dept of Health. 
Email questions: enquiries@health.gov.au
Email media enquiries: news@health.gov.au",2010-03-22 02:59:19,128032.0,146.0,202.0,True,2021-11-20 22:00:04,"If you haven’t received your #COVID19 vaccination yet, there are vaccines available now✅

People aged 12 &amp; over can receive an mRNA #COVIDvaccine through Australia’s network of GPs and community pharmacies👩‍⚕‍

To book an appointment visit💻https://t.co/bHrqu2Khdx https://t.co/yNUKWDSZ7w","['COVID19', 'COVIDvaccine']",Falcon Social Media Management ,False,2021-11-20 22:00:04,2021-11-20,22:00:04,2021-11-20 22:00:04
Mstmo1983@gmail.com,"North Carolina, USA","Love thy Neighbor
United we stand
Divided we fall",2020-11-23 12:12:42,80.0,215.0,12162.0,False,2021-11-20 22:07:53,"This works for alot of @gop #trump cult #Patriots 

@SenateGOP @HouseGOP @GOPLeader = NO SHAME left

@RepCawthorn @mattgaetz @mtgreenee @laurenboebert @FoxNews @LeaderMcConnell @SenTedCruz @RepGosar history #NeverForget #gop #biglie about #COVID19 #CovidVaccine #GOPDeathCult https://t.co/Ysu66hmgh0","['trump', 'Patriots', 'NeverForget', 'gop', 'biglie', 'COVID19', 'CovidVaccine', 'GOPDeathCult']",Twitter for Android,False,2021-11-20 22:07:53,2021-11-20,22:07:53,2021-11-20 22:07:53
Anika Chebrolu,"Frisco, Texas","Science enthusiast, Artist, and Bharatanatyam dancer
2020 America's Top Young Scientist",2019-11-16 02:04:08,654.0,17.0,1832.0,False,2021-11-20 22:12:19,"U.S. #COVID19 deaths in 2021 surpass 2020!

#GetVaccinatedNow #CovidVaccine #VaccinesWork 
https://t.co/MwFk3dhG0V","['COVID19', 'GetVaccinatedNow', 'CovidVaccine', 'VaccinesWork']",Twitter Web App,False,2021-11-20 22:12:19,2021-11-20,22:12:19,2021-11-20 22:12:19
Steve Robson💉💉,Ngunnawal country,"Obstetrician, Gynaecologist, Scientist, Citizen. Trained 🇦🇺🇬🇧🇨🇦He/Him
Born, raised, & PhD all in Queensland.🌞
Equity is everything.
RT isn't endorsement.",2011-12-15 09:14:35,2349.0,498.0,704.0,False,2021-11-20 22:23:53,"The risk of transient pericarditis after second #mRNA #CovidVaccine seems to be about 67/million doses. 

Your annual risk of DYING in a car accident in Australia is 55.7/million cars per year.

Doesn't seem to stop protesters arriving by car.

#COVIDIOTS #melbourneprotests","['mRNA', 'CovidVaccine', 'COVIDIOTS', 'melbourneprotests']",Twitter for Android,False,2021-11-20 22:23:53,2021-11-20,22:23:53,2021-11-20 22:23:53
MiggyMack 🙂,Johannesburg,"Mig-El is my Kryptonian name. 


https://t.co/KFbRRnvjwn",2010-11-27 17:22:10,904.0,1217.0,79292.0,False,2021-11-20 22:26:09,"🤔

Time to sue.

#CovidVaccine https://t.co/uQmL4OEY0G",['CovidVaccine'],Twitter for Android,False,2021-11-20 22:26:09,2021-11-20,22:26:09,2021-11-20 22:26:09
Poppy,,"I care for the welfare of the homeless and of all animals, I only wish I had the money to save and help them all.",2021-02-19 11:57:18,4.0,26.0,559.0,False,2021-11-20 22:30:17,"COVID-19 English 

 Suicide “COVID-19 Vaccine Is a Genocide”
 Dr Thomas Jendges, committed suicide saying he no longer wants to be part of the Genocide happening vis the COVID-19 Vaccine. #genocide #pandemic #covid19 #covidvaccine
Jessica Cardiny 2021-11-17 3 min read","['genocide', 'pandemic', 'covid19', 'covidvaccine']",Twitter Web App,False,2021-11-20 22:30:17,2021-11-20,22:30:17,2021-11-20 22:30:17
Mighty Joe Young is fully vaccinated,"Manchester, CT","Future Legislator, U.S Senator, U.S President. Followed by @CoryBooker and Blocked by @RealJudgeMoore @CCSU Senior, PolySci Major #BuildBackBetter #BlueWave2022",2014-02-24 13:55:53,23181.0,25499.0,423991.0,False,2021-11-20 22:33:38,"MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of #Afghanistan the #InfrastructureBill and the #BuildBackBetterAct #HappyBirthdayMrPresident Keep up the great work! #HappyBirthdayJoeBiden #FBRParty #Resist https://t.co/MRdY0OEy47","['CovidVaccine', 'GlobalPandemic', 'Afghanistan', 'InfrastructureBill', 'BuildBackBetterAct', 'HappyBirthdayMrPresident', 'HappyBirthdayJoeBiden', 'FBRParty', 'Resist']",Twitter for Android,False,2021-11-20 22:33:38,2021-11-20,22:33:38,2021-11-20 22:33:38
