user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Nancy Johnson Horn,"NYC & Forest Hills, Queens",Married mom x 3. Blog about lifestyle + healthy recipes. Sometimes I try to be funny. #nyc son w #type1diabetes DH w #Celiac #insulin4all,2009-05-11 19:40:40,33331.0,22131.0,29008.0,False,2021-02-27 20:38:28,Got my vaccine #Pfizer an hour ago. My arm is starting to hurt. I’m going to live tweet what happens. Whatever happ… https://t.co/sIwlGqmgW5,['Pfizer'],Twitter for iPhone,False,2021-02-27 20:38:28,2021-02-27,20:38:28,2021-02-27 20:38:28
Edith E Horwitz,"Pennsylvania, USA","Happy, hopeful and confident; our country is on its way back. 🇺🇸 ✌️Now, let’s go Phillies! Flyers! Sixers! ⚾️",2018-02-19 14:20:44,183.0,374.0,31601.0,False,2021-02-27 20:38:48,"@PhillyMayor Great to hear. Why, though, the difference in dose availability between the city and its suburbs? I he… https://t.co/Zv1LrQS3Wx",,Twitter Web App,False,2021-02-27 20:38:48,2021-02-27,20:38:48,2021-02-27 20:38:48
Allan Henderson,"Scotland, United Kingdom",Dance like no one is watching!,2012-03-10 14:51:32,66.0,461.0,53.0,False,2021-02-27 20:38:59,Had a lovely day at vaccination centre #COVIDVaccine #YesToCovid19Vaccine @StAFirstAid https://t.co/0BCYPNyUv7,"['COVIDVaccine', 'YesToCovid19Vaccine']",Twitter for iPhone,False,2021-02-27 20:38:59,2021-02-27,20:38:59,2021-02-27 20:38:59
S M,,,2010-05-28 19:58:34,88.0,646.0,4857.0,False,2021-02-27 20:39:12,"In his book ‘Defence Against the Plague’, the Promised Messiah(as) informs people should improve themselves, listen… https://t.co/wecu62wNt4",,Twitter for Android,False,2021-02-27 20:39:12,2021-02-27,20:39:12,2021-02-27 20:39:12
vaccinesearch,,Hit Me With Your Best Shot - Pat Benatar. Tales of a Fourth Grade vaccine hunter,2021-02-18 06:03:14,83.0,39.0,81.0,False,2021-02-27 20:39:34,"Mobile AL Alabama! Many locations! Including Saraland. Walmart vaccine. **only first dose, they book the second at… https://t.co/PTXHpb2YTZ",,Twitter Web App,False,2021-02-27 20:39:34,2021-02-27,20:39:34,2021-02-27 20:39:34
vaccinesearch,,Hit Me With Your Best Shot - Pat Benatar. Tales of a Fourth Grade vaccine hunter,2021-02-18 06:03:14,83.0,39.0,81.0,False,2021-02-27 20:41:27,"Montgomery AL Alabama! Too many locations to list. Including Selma. Walmart vaccine. **only first dose, they book t… https://t.co/finmZrYu7e",,Twitter Web App,False,2021-02-27 20:41:27,2021-02-27,20:41:27,2021-02-27 20:41:27
Fabio Conti,London,Life long Ealing resident. GP in Isleworth & Hounslow CCG GB. Former Conservative Northfield Ward Councillor & Ealing Southall 2017 Parliamentary Candidate,2012-04-20 20:37:49,841.0,1227.0,433.0,False,2021-02-27 20:44:37,"Another uplifting Saturday 12 hour vaccination shift today. What a great team - Nurses, midwives, GPs, pharmacists… https://t.co/7yvTlozrcQ",,Twitter for iPhone,False,2021-02-27 20:44:37,2021-02-27,20:44:37,2021-02-27 20:44:37
vaccinesearch,,Hit Me With Your Best Shot - Pat Benatar. Tales of a Fourth Grade vaccine hunter,2021-02-18 06:03:14,83.0,39.0,81.0,False,2021-02-27 20:45:47,"Northport, Tuscaloosa, and Fayette AL Alabama!! Walmart vaccine. **only first dose, they book the second at the sto… https://t.co/fP2ASGZt8C",,Twitter Web App,False,2021-02-27 20:45:47,2021-02-27,20:45:47,2021-02-27 20:45:47
Frank,,,2021-02-04 21:04:35,38.0,531.0,1647.0,False,2021-02-27 20:45:58,@POTUS @VP @JoeBiden @KamalaHarris don’t understand why there are clearly open appointments for this #COVIDVaccine… https://t.co/nVlFJEvkh3,['COVIDVaccine'],Twitter for iPhone,False,2021-02-27 20:45:58,2021-02-27,20:45:58,2021-02-27 20:45:58
Peter Skipton,,"""Ultimately nothing drives the herd as powerfully as fear. And fear drives support for authoritarian leaders."" Robert Higgs
Stop The Great Reset. End the wars.",2020-11-25 21:24:31,759.0,930.0,14.0,False,2021-02-27 20:46:48,"Netherlands: 22 nursing home residents dead within two weeks of first mRNA shots
https://t.co/r7rbS7KIt9 

#CovidVaccine",['CovidVaccine'],Twitter Web App,False,2021-02-27 20:46:48,2021-02-27,20:46:48,2021-02-27 20:46:48
