user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
TXCOVIDRECOVERY,"Rio Grande Valley, TX","Texans Recovering Together - Crisis Counseling Program 
Email: txcovidrecovery@ttbh.org
Office: M-F 8am-5pm (956)520-8900
24 Hour Crisis Hotline: 833-986-1919",2020-05-27 19:45:40,101.0,530.0,46.0,False,2021-07-02 18:05:19,COVID-19 Vaccination Clinics in Donna. See flyer for more details on dates and locations. #TexansRecoveringTogether #Donna #HidalgoCounty #RGV #COVID19 #CovidVaccine https://t.co/AzV6cziml6,"['TexansRecoveringTogether', 'Donna', 'HidalgoCounty', 'RGV', 'COVID19', 'CovidVaccine']",Twitter Web App,False,2021-02-07 18:05:19,2021-02-07,18:05:19,2021-02-07 18:05:19
Sick Cells,"Chicago, IL","National Advocacy Organization, Official Nonprofit.

""Elevating the voices of the sickle cell community.""",2011-10-25 20:55:58,1755.0,588.0,1947.0,False,2021-07-02 18:06:05,Have you checked out the Greater Than COVID-19 initiative from @KFF yet? Click through to find an amazing playlist of videos to help you educate your community about the importance of COVID-19 vaccination. #covid #vaccine #sicklecell #covidvaccine #publichealth https://t.co/oYESJYpVmN,"['covid', 'vaccine', 'sicklecell', 'covidvaccine', 'publichealth']",Sprout Social,False,2021-02-07 18:06:05,2021-02-07,18:06:05,2021-02-07 18:06:05
Barouch Lab,"Boston, MA",The Official Twitter Account-𝐃𝐚𝐧 𝐁𝐚𝐫𝐨𝐮𝐜𝐡 𝐋𝐚𝐛𝐨𝐫𝐚𝐭𝐨𝐫𝐲 at @BIDMCHealth's Center for Virology & Vaccine Research. @harvardmed RTs ≠ endorsements,2020-07-23 18:32:43,353.0,133.0,786.0,False,2021-07-02 18:06:40,"Dr. Barouch had the chance to talk to @robsteinnews from @NPR this morning about the JNJ #CovidVaccine protection against the #DeltaVariant . Must listen!!!

https://t.co/HuvNKWRdo5","['CovidVaccine', 'DeltaVariant']",Twitter Web App,False,2021-02-07 18:06:40,2021-02-07,18:06:40,2021-02-07 18:06:40
FOUZAN HASSAN 😷,"19.0495° N, 72.8335° E",HasbiAllah • Alhamdulillah • ENGINEER BY EDUCATION 🎓 • #WEARaMASK #LoveTwitter • जिंदगी जरूरत के साथ जिओ • Lives Behind Socialmedia Are Unglamorous • LOVE ✈,2010-02-27 17:07:57,1090.0,8.0,20224.0,False,2021-07-02 18:06:42,"Vaccination is the only way to survive from this pandemic SARS-Cov2 

#Vaccination #Vaccine #Shots #CovidVaccine #SARSCoV2 #Covid19 https://t.co/7ACmBT9Ivh","['Vaccination', 'Vaccine', 'Shots', 'CovidVaccine', 'SARSCoV2', 'Covid19']",Twitter for Android,False,2021-02-07 18:06:42,2021-02-07,18:06:42,2021-02-07 18:06:42
B.Stoned,,I'm only here for the spiritual battle that's unfolding.Let it be known i was not easily led.,2021-04-12 21:05:18,450.0,655.0,22099.0,False,2021-07-02 18:06:43,"Some shenningans going on.
#CovidVaccine https://t.co/ptsY8MyjSY",['CovidVaccine'],Twitter Web App,False,2021-02-07 18:06:43,2021-02-07,18:06:43,2021-02-07 18:06:43
dea_fear,"Mount Pleasant, WI",,2017-12-26 12:24:42,664.0,1505.0,45276.0,False,2021-07-02 18:07:07,"@Alcat58 @sloyoroll01973 The @CDCgov giving responsibility to all the #GQP anti-#CovidVaccine #maga idiots that refused to wear  #Masks when they were required TO WEAR A MASK IF THEY ARE NOT VACCINATED IS SCARY STUPID!! 
You need to clean house @POTUS.","['GQP', 'CovidVaccine', 'maga', 'Masks']",Twitter Web App,False,2021-02-07 18:07:07,2021-02-07,18:07:07,2021-02-07 18:07:07
elAr,"Windsor, Ontario","🗯️UX Designer (just started!)
🤓 Content & Context Marketing Strategist
👓Industrial Engineer
🎭 Dancer",2016-03-07 08:55:13,87.0,68.0,704.0,False,2021-07-02 18:07:16,"Second doze of #CovidVaccine 
#justgotmyshots https://t.co/smmmlNOArF","['CovidVaccine', 'justgotmyshots']",Twitter for Android,False,2021-02-07 18:07:16,2021-02-07,18:07:16,2021-02-07 18:07:16
cαηԃყ Ⓒ 𝚁 ꒰ Δ 𝕄 🖤,ประเทศไทย,♥ ʗ ɾ ҽ α м ♥ | ♀| ไม่คอล | ไม่รับงาน | ตอบช้าไม่งอลนะ ปิดแจ้งเตือนไว้ | ไม่ติดตามขอไม่ตอบแชท | ไม่ ons l,2021-01-10 16:05:11,1923.0,87.0,686.0,False,2021-07-02 18:07:42,"Take care of yourself  

#COVID19 #โควิดวันนี้ #CovidVaccine #Covid https://t.co/qWOFq6SuQP","['COVID19', 'โควิดวันนี้', 'CovidVaccine', 'Covid']",Twitter for iPhone,False,2021-02-07 18:07:42,2021-02-07,18:07:42,2021-02-07 18:07:42
SukiSundara,,sādhvī  sannyasi,2019-08-02 05:16:34,38.0,108.0,3014.0,False,2021-07-02 18:07:58,".#johnsonandjohnson #DeltaVariant #Delta #COVID19 #COVIDVaccination #CovidVaccine 

HOORAY!  GREAT NEWS:
Johnson &amp; Johnson Vaccine Protects Against Delta Variant, Company Reports  -- New York Times","['johnsonandjohnson', 'DeltaVariant', 'Delta', 'COVID19', 'COVIDVaccination', 'CovidVaccine']",Twitter Web App,False,2021-02-07 18:07:58,2021-02-07,18:07:58,2021-02-07 18:07:58
Justin Esparza ✍️,Everett/Mukilteo/Seattle USA,print/digital creative/production. he/him. @Kahruvel🌲creator & @salazarjack’s💙soul. be kind.❤️#ManyWorlds 🪐#WearAMask #BlackLivesMatter #EndTheFilibuster,2013-01-03 06:52:29,1572.0,4997.0,146890.0,False,2021-07-02 18:09:39,"“If you are making wildly disparaging comments about the #vaccine, &amp; have no #PublicHealth expertise, you may be responsible for someone’s death,” he tweeted. “Shut up.”
—CoxHealth CEO Steve Edwards #COVID19
#coronavirus #vaccines #CovidVaccine #vaccination #GetTheShot #WearAMask https://t.co/Q10ziTdQGJ","['vaccine', 'PublicHealth', 'COVID19', 'coronavirus', 'vaccines', 'CovidVaccine', 'vaccination', 'GetTheShot', 'WearAMask']",Twitter Web App,False,2021-02-07 18:09:39,2021-02-07,18:09:39,2021-02-07 18:09:39
