user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
News Updates,,"News Updates is an independent, most credible.,authentic and interesting news channel.
https://t.co/uuDGTGVWXv",2020-06-06 08:08:16,240.0,622,124,False,2020-12-30 17:25:18,"Zardari, Nawaz and Bilawal funny video viral.. Watch here 👇
https://t.co/phVLs3CiUW

#FreeAliWazir… https://t.co/jTmu82gdmW",['FreeAliWazir'],Twitter for Android,False,2020-12-30 17:25:18,2020-12-30,17:25:18,2020-12-30 17:25:18
𝙒𝙚𝙧𝙣𝙚𝙧 𝙋𝙖𝙩𝙚𝙡𝙨,"Québec ⚜️, Canada 🇨🇦",𝗧𝗿𝗮𝗻𝘀𝗹𝗮𝘁𝗼𝗿 & 𝗧𝗵𝗶𝗻𝗸𝗲𝗿. 𝗣𝗿𝗼𝘂𝗱𝗹𝘆 🇨🇦. ❤️ 𝗤𝘂é𝗯𝗲𝗰 ⚜️.,2019-05-22 17:17:30,9.0,36,66,False,2020-12-30 17:25:21,"As CBC Quebec has reported, a large number of people and care staff, all vaccinated, have contracted COVID-19. The… https://t.co/aOgtZ6UX6w",,Twitter for iPhone,False,2020-12-30 17:25:21,2020-12-30,17:25:21,2020-12-30 17:25:21
Fewi✨,Kuwait🇰🇼,"A multilingual, unapologetic self-lover💞God, myself & my small family above everything else. 🧕♊اللهم اكفني شر خلقك",2010-09-01 23:12:07,200.0,117,762,False,2020-12-30 17:25:26,"I’m an #antivaxxer and I proudly state this, not because of a conspiracy theory, but because there are actual “FACT… https://t.co/QnevCPVLSH",['antivaxxer'],Twitter for iPhone,False,2020-12-30 17:25:26,2020-12-30,17:25:26,2020-12-30 17:25:26
Brass Balls Comedy,"London, England",We make comedy sketches and put them on our YouTube channel for you to laugh at! Link to our latest sketch below!,2016-11-25 12:04:41,79.0,90,147,False,2020-12-30 17:25:46,Blimey Cameron is a hunk! Wouldn’t mind going into lockdown with him! #cameron #bbcnews #lockdownuk #PressConference #CovidVaccine,"['cameron', 'bbcnews', 'lockdownuk', 'PressConference', 'CovidVaccine']",Twitter for iPhone,False,2020-12-30 17:25:46,2020-12-30,17:25:46,2020-12-30 17:25:46
Steven Udale,Sunderland,"Singer, actor, positivity person, sounding board and father to an amazing son. I have a real passion for helping people.",2009-06-12 22:44:37,528.0,507,4611,False,2020-12-30 17:25:58,"Can’t wait to travel and see amazing places again, imagine the view from this train!! #travel #frustrated #COVID19… https://t.co/L9095xvDSN","['travel', 'frustrated', 'COVID19']",Twitter for iPhone,False,2020-12-30 17:25:58,2020-12-30,17:25:58,2020-12-30 17:25:58
Amanda,usually Los Angeles.,#Lupus warrior/patient/advocate. 💖 #Kindness and health matter to me. 🌟 2020 #HealtheVoicesImpactFund recipient,2009-05-27 05:45:46,12774.0,9996,70195,False,2020-12-30 17:26:05,"Thank you for being on the front lines of the pandemic - you are an ""⚓️"" and much more than a Healthcare Provider.… https://t.co/Ha0wmvhkxb",,Twitter for iPhone,False,2020-12-30 17:26:05,2020-12-30,17:26:05,2020-12-30 17:26:05
Nathan Jones,Les-tah,| 25 | Instagram/Snapchat: nathxler| Les-tah|🏴󠁧󠁢󠁥󠁮󠁧󠁿🔴 We're the North Bank Highbury 🔴 Footballing Expert ⚽️,2013-03-12 15:54:51,139.0,318,39670,False,2020-12-30 17:26:09,"The government should roll out a 24hr service for the vaccine, get everyone who can administer an injection onboard… https://t.co/9qcsaXsFWY",,Twitter for iPhone,False,2020-12-30 17:26:09,2020-12-30,17:26:09,2020-12-30 17:26:09
paige,,,2018-11-02 19:34:47,207.0,23,761,False,2020-12-30 17:26:10,So I’ll get COVID if I see my family or friends but not from the hundreds of strangers I serve everyday? Okay bojo🤡… https://t.co/jl4Rn1DtS5,,Twitter for iPhone,False,2020-12-30 17:26:10,2020-12-30,17:26:10,2020-12-30 17:26:10
Gift911,"Johannesburg, South Africa","Educational psychology @ UJ||
Founder and CEO of @seedssatutoring||Photographer 📸🎥||
Purpose over Popularity",2013-09-15 18:03:26,281.0,421,574,False,2020-12-30 17:26:12,"Who did they ask? Where? When?
#CovidVaccine #southafricancoronavirus #level5 #lockdown #COVID19 https://t.co/yeI3XuqBLP","['CovidVaccine', 'southafricancoronavirus', 'level5', 'lockdown', 'COVID19']",Twitter for iPhone,False,2020-12-30 17:26:12,2020-12-30,17:26:12,2020-12-30 17:26:12
Ishita Srivastava,,"• she/her • MSPH Candidate @JohnsHopkinsSPH •women’s, sexual, & reproductive health •passionate about public health & medicine ~opinions are my own~",2020-10-10 19:11:31,46.0,135,527,False,2020-12-30 17:26:20,My mom got her first dose of the #CovidVaccine today 🤗 #VaccinesSaveLives,"['CovidVaccine', 'VaccinesSaveLives']",Twitter for iPhone,False,2020-12-30 17:26:20,2020-12-30,17:26:20,2020-12-30 17:26:20
