user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
kyle,Caledonia ON/Buffalo NY ,"Construction Project Manager. Interested in Politics, International Affairs and Finance. Fan of Bills/Leafs/Raptors/Jays and Michigan/Buffalo Bulls NCAA",2011-02-21 04:16:25,399.0,4977.0,2185.0,False,2021-03-12 19:11:16,"Regarding #Canada’s Vaccine rollout, we should assume that 20% of adults won’t want vaccine (30% of Americans don’t… https://t.co/egEM5weYPH",['Canada'],Twitter for iPhone,False,2021-12-03 19:11:16,2021-12-03,19:11:16,2021-12-03 19:11:16
Brian Dugger,Toledo,I am a Murrow Award-winning investigator for Toledo’s WTOL. My goal is to give a voice to the voiceless. Email: bdugger@wtol.com.,2010-07-01 23:17:09,1733.0,1515.0,1718.0,False,2021-03-12 19:13:05,"Ohio reports 84,188 first-dose vaccines - a new high. State has given at least one shot to 19.17% of residents.… https://t.co/Lqt7JBALag",,Twitter for iPhone,False,2021-12-03 19:13:05,2021-12-03,19:13:05,2021-12-03 19:13:05
Nikolaus Baker,"Irvine, Ayrshire, Scotland, UK",Born in the rural Scottish village of Mauchline. Nikolaus writes a dark fantasy called GOD'S CHAIN.,2010-04-20 19:23:50,1114.0,1689.0,6035.0,False,2021-03-12 19:13:08,"Excellent work UK &amp; Livingston with your life saving work 👍👏🏻👏🏻👏🏻

@10DowningStreet @BorisJohnson @MattHancock #NHS… https://t.co/gpY5O2do50",['NHS'],Twitter for iPhone,False,2021-12-03 19:13:08,2021-12-03,19:13:08,2021-12-03 19:13:08
Sop Updates,,"Follow for daily celebrity news, entertainment, lifestyle and fashion.
Email: info@sceneone.tv",2020-11-29 20:39:01,33.0,73.0,1.0,False,2021-03-12 19:13:41,"Babajide Sanwo-Olu, Governor of Lagos State has received the COVID-19 vaccine. 

#sopupdates #jidesanwoolu… https://t.co/byWB9ZNizb","['sopupdates', 'jidesanwoolu']",Twitter for Android,False,2021-12-03 19:13:41,2021-12-03,19:13:41,2021-12-03 19:13:41
Hatton Grange,"Manchester, England",@Anchor_Trust's Hatton Grange care home in #Manchester.                 Angela & Team here tweeting & listening.     Tel: 0808 301 7416,2018-03-02 13:57:38,145.0,184.0,57.0,False,2021-03-12 19:14:42,Our #healthyhyde team have done an incredible job at vaccinating both residents and staff! We’ve had ours - make su… https://t.co/Upgix56TiB,['healthyhyde'],Twitter for iPhone,False,2021-12-03 19:14:42,2021-12-03,19:14:42,2021-12-03 19:14:42
IrishLassie,,open wide your arms to life,2013-02-06 11:34:58,87.0,169.0,9463.0,False,2021-03-12 19:14:46,I just got my vaccine in a room full of other educators and we are all smiling at each other and flashing the peace… https://t.co/WVoXrEzoc5,,Twitter for iPhone,False,2021-12-03 19:14:46,2021-12-03,19:14:46,2021-12-03 19:14:46
Harris DC Statehood Doran 🏳️‍🌈,"New York, NY",Writer. Director. Producer. Editor. Teacher. Activist. He/Him. @FilmBeautyMark @BleedingLoveMus @Ivanka_Diaries https://t.co/jpO4TetCNF,2011-01-26 00:07:41,2544.0,817.0,168774.0,False,2021-03-12 19:14:51,Got the shot! 💉#vacselfie #covidvaccine @ The Armory Indoor Track NYC https://t.co/z9CJ54ulK9,"['vacselfie', 'covidvaccine']",Instagram,False,2021-12-03 19:14:51,2021-12-03,19:14:51,2021-12-03 19:14:51
Davina,💻 or 📱,Military Veteran | Blerd | Jedi | Developer | 👩🏾‍💻🏳️‍🌈 she/her,2009-04-15 01:47:16,236.0,341.0,9891.0,False,2021-03-12 19:14:58,@jenicearmstead and I got  our 1st #CovidVaccine today @TampaVA. #Veteran #GetTheShot #GetVaccinated https://t.co/U2LZ0e2T8s,"['CovidVaccine', 'Veteran', 'GetTheShot', 'GetVaccinated']",Twitter for iPhone,False,2021-12-03 19:14:58,2021-12-03,19:14:58,2021-12-03 19:14:58
Rachel L. Demeter,Platform 9¾,I write words and lift heavy stuff. 𝑨𝒖𝒕𝒉𝒐𝒓 𝒐𝒇 𝒓𝒐𝒎𝒂𝒏𝒄𝒆 𝒂𝒏𝒅 𝒉𝒊𝒔𝒕𝒐𝒓𝒚. Certified Personal Trainer by day.,2013-10-12 05:49:11,649.0,565.0,289.0,False,2021-03-12 19:15:11,"First one down! 💉 🥰

#CovidVaccine #COVIDー19 https://t.co/HY8F0wKS6X","['CovidVaccine', 'COVIDー19']",Twitter for iPhone,False,2021-12-03 19:15:11,2021-12-03,19:15:11,2021-12-03 19:15:11
Specialty Docs,,The Alliance of Specialty Medicine (@SpecialtyDocs) is a coalition of national medical societies representing specialty physicians in the United States.,2009-03-06 20:56:33,633.0,150.0,1388.0,False,2021-03-12 19:15:13,#specialtydocs urge you to get your #CovidVaccine.  WATCH this inspiring video from four former President's and Fir… https://t.co/vhUVFaidDr,"['specialtydocs', 'CovidVaccine']",Hootsuite Inc.,False,2021-12-03 19:15:13,2021-12-03,19:15:13,2021-12-03 19:15:13
