user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Rosemary Church,Atlanta,"Anchor, CNN International Based at CNN HQ in Atlanta",2009-03-29 15:36:06,52288.0,4267.0,21960.0,True,2021-02-16 08:45:08,"“... private businesses will start to say, if you want to work on a cruise ship... in a hotel… in many office space… https://t.co/DNCXpO3tti",,SnapStream TV Search,False,2021-02-16 08:45:08,2021-02-16,08:45:08,2021-02-16 08:45:08
Global Justice,"Jakarta Selatan, DKI Jakarta",Indonesia for Global Justice. Mewujudkan tatanan global yang adil melalui gerakan sosial. To build the world anew. #Regionalism #AEC #BIT #FTA #RCEP #CEPA,2012-02-09 08:41:34,1445.0,610.0,164.0,False,2021-02-16 08:45:13,"To ensure global immunity, vaccines must be accessible to all countries. 

Read the letters:… https://t.co/rGEjC6FZjX",,TweetDeck,False,2021-02-16 08:45:13,2021-02-16,08:45:13,2021-02-16 08:45:13
Lord-Lt Bedfordshire,Bedfordshire,"HM Lord-Lieutenant of Bedfordshire, I am Her Majesty The Queen's representative in the County. Follow me for updates & activities taking place in Bedfordshire",2017-05-13 10:48:10,2773.0,1096.0,6414.0,False,2021-02-16 08:46:58,"Good to see local people sharing their positive experiences of being vaccinated and, as Cheryl from Bedford says, ""… https://t.co/MXblfb8BmA",,Twitter Web App,False,2021-02-16 08:46:58,2021-02-16,08:46:58,2021-02-16 08:46:58
Nuffield Council on Bioethics,London,Independent UK organisation informing policy & public debate on ethical issues in health and bioscience research. Est. 1991. Tweets by comms team Sophia & Sarah,2009-04-17 15:15:22,10298.0,1451.0,793.0,True,2021-02-16 08:49:16,"If you want to learn more about the ethical considerations around immunity certificates, you can read our briefing… https://t.co/6KYJvLkVYO",,Twitter Web App,False,2021-02-16 08:49:16,2021-02-16,08:49:16,2021-02-16 08:49:16
Caris Grimes,,"Consultant General & Colorectal Surgeon - #IBD lead, Senior Lecturer in #globalsurgery. Author. @fintelligently. All views are my own.",2009-05-10 20:06:43,773.0,248.0,906.0,False,2021-02-16 08:50:16,Love these books! They are designed for people with learning and intellectual #disability. This is the latest.… https://t.co/KZWUa9PngA,['disability'],Twitter for iPhone,False,2021-02-16 08:50:16,2021-02-16,08:50:16,2021-02-16 08:50:16
Countess NHS Trust,Chester UK,"Tweets from The Countess of Chester Hospital NHS Foundation Trust. This page is generally monitored from Monday to Friday, between 9am and 5pm.",2009-03-06 14:03:09,7601.0,467.0,5007.0,True,2021-02-16 08:51:00,"Even after you’ve had your #CovidVaccine you must continue to: 
 
👐Wash your hands
😷Cover your face
↔Make space… https://t.co/kpHoXHGRll",['CovidVaccine'],TweetDeck,False,2021-02-16 08:51:00,2021-02-16,08:51:00,2021-02-16 08:51:00
Paul Wadsworth Esq,,,2009-02-13 15:51:58,48.0,32.0,2332.0,False,2021-02-16 08:51:03,"Astra #COVIDVaccine yesterday
#sideeffects  so far.....
Zilch
Nada
Zero
Nope
Nothing
😁😁😁","['COVIDVaccine', 'sideeffects']",Twitter for Android,False,2021-02-16 08:51:03,2021-02-16,08:51:03,2021-02-16 08:51:03
Ian Mariano,,Fair and Square!,2021-02-16 08:27:26,4.0,6.0,0.0,False,2021-02-16 08:51:18,"@PSIasiapacific @ScottMorrisonMP @wto @adeva_sgretchen  we strongly support TRIPS WAIVER
#NoCovidMonopolies 
#COVIDVaccine 
#TRIPSwaiver","['NoCovidMonopolies', 'COVIDVaccine', 'TRIPSwaiver']",Twitter Web App,False,2021-02-16 08:51:18,2021-02-16,08:51:18,2021-02-16 08:51:18
Mohit,"Melbourne, Victoria","Go hard, go strong,  do something if U feel something is not right. make your life worth.",2009-11-01 15:55:02,5.0,18.0,93.0,False,2021-02-16 08:52:10,#COVIDVaccine will Australia donate the vaccine to poorer countries? @ScottMorrisonMP @AlboMP #auspol #bigheart,"['COVIDVaccine', 'auspol', 'bigheart']",Twitter for Android,False,2021-02-16 08:52:10,2021-02-16,08:52:10,2021-02-16 08:52:10
Elizabeth,Far away from #DictatorDan  ,"The only thing worse than our politicians, are the idiots who blindly & without question follow them & there are so many of them like the #DanScum for example",2009-11-27 08:21:35,2396.0,1937.0,46983.0,False,2021-02-16 08:54:28,"#COVIDVaccine 

The Vaccines and Related Biological Products Advisory Committee Briefing Document on the Pfizer-Bio… https://t.co/S6pnaf1WYS",['COVIDVaccine'],Twitter Web App,False,2021-02-16 08:54:28,2021-02-16,08:54:28,2021-02-16 08:54:28
