user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
নব কুমাৰ ৰায় ।,,"ভয়ংকৰ ক'ৰনা ভাইৰাছ এতিয়াও সক্ৰিয় আছে সজাগ থাকক, সচেতন হওঁক আৰু সুস্থ থাকক। ধন্যবাদ #COVID19 #coronavirus #অসম #जयश्रीराम #वन्देमातरम",2018-08-17 10:08:56,154.0,161,109,False,2021-02-13 17:14:44,"WHO hails India's COVID-19 vaccine efforts, says ' should be very proud' #CovidVaccine #coronavirus #IndiaTogether… https://t.co/Qs9ekNHhVj","['CovidVaccine', 'coronavirus', 'IndiaTogether']",Twitter for Android,False,2021-02-13 17:14:44,2021-02-13,17:14:44,2021-02-13 17:14:44
🌻 speed up the vaccines 🙏,"Kerry, Ireland","Proud Kerrywoman.
Using Twitter to shout into the wind like everyone else.  Tá cúpla focal agam. Wouldn't mind 1000 followers...give a little helps a lot 😜",2010-05-29 21:05:26,829.0,4793,6368,False,2021-02-13 17:15:44,Any dental staff get notified of a date for their vaccine yet?  #vaccines #COVID19ireland #CovidVaccine #Dentist,"['vaccines', 'COVID19ireland', 'CovidVaccine', 'Dentist']",Twitter for Android,False,2021-02-13 17:15:44,2021-02-13,17:15:44,2021-02-13 17:15:44
Marina (RNLD),SE England,"Registered Nurse (Learning Disability) & Senior Lecturer @KUStGeorges @NursingKingston

She/Her

Views my own, RT not endorsement

#TogetherWeAreBetter",2012-12-15 12:43:05,8.0,2,18775,False,2021-02-13 17:15:56,"Going to try to get J booked in for his #CovidVaccine next week, while he’s off college so he can afford a few days… https://t.co/XBzDVYDgxz",['CovidVaccine'],Twitter Web App,False,2021-02-13 17:15:56,2021-02-13,17:15:56,2021-02-13 17:15:56
MedPage Today,"New York, NY",Restore medicine to its mission.,2008-11-20 12:14:04,71568.0,6158,8851,True,2021-02-13 17:16:02,Worried if your allergy means you should pass on the #covidvaccine? We explore who is contraindicated--and who is s… https://t.co/ipZZUxKauS,['covidvaccine'],Sprout Social,False,2021-02-13 17:16:02,2021-02-13,17:16:02,2021-02-13 17:16:02
nancy knopf,"Barnwell, SC",I don’t live up to the hype....(she/her),2009-11-10 21:06:45,61.0,148,4111,False,2021-02-13 17:16:07,I am considered an essential worker. All essential workers are not the same. Teachers and grocery store employees s… https://t.co/yAyoR4OO5P,,Twitter for iPhone,False,2021-02-13 17:16:07,2021-02-13,17:16:07,2021-02-13 17:16:07
Karen Petkau,"Calgary, Alberta","I am a writer, editor, designer, innovator, poet, wife, mother, daughter, sister, Newfoundlander and a damn witty witchy woman!",2012-01-12 04:12:15,38.0,47,1297,False,2021-02-13 17:16:43,For the sake of #worldhealth I wish and pray that effective #COVIDVaccine formulas would be #shared like #safety… https://t.co/mOmKPt8fra,"['worldhealth', 'COVIDVaccine', 'shared', 'safety']",Twitter for iPhone,False,2021-02-13 17:16:43,2021-02-13,17:16:43,2021-02-13 17:16:43
BrainCancerBabe,"New York, USA",Just a girl tryin' to beat #metastatic #braincancer 3 bouts of cancer & still kickin’ anaplastic #ependymoma. #fighter #survivor #thriver #advocate,2016-04-16 23:03:28,802.0,1520,2217,False,2021-02-13 17:16:54,"Got my notice I’m eligible for the #COVIDVaccine Yay, #cancer! Now, I’ll just have to wait for an appointment. Some… https://t.co/I1QjQGsOfb","['COVIDVaccine', 'cancer']",Twitter for iPhone,False,2021-02-13 17:16:54,2021-02-13,17:16:54,2021-02-13 17:16:54
By The Hand,"Chicago, IL","Working with kids on the south and west sides of Chicago, nourishing them #MindBodySoul, to become agents of change in our city.",2010-07-21 02:54:15,996.0,167,167,False,2021-02-13 17:17:26,Three cheers for the #COVIDVaccine for our educators and staff today via @LorettoHospital @pfizer @justice4all44! https://t.co/UpFN6H3jQu,['COVIDVaccine'],Twitter for iPhone,False,2021-02-13 17:17:26,2021-02-13,17:17:26,2021-02-13 17:17:26
Diane Grimard Wilson,Chicago,"Coach, Teletherapy IL & VA, brain geek, BCN #Neurofeedback, Chicagoan, new book, spring 2021 ☺️. #writingcommunity #HarvardWriters #Leadership #WomeninSTEM",2012-04-12 18:29:36,5730.0,5891,36541,False,2021-02-13 17:19:31,Getting my 2nd dose of the vaccine this afternoon. I’m a little nervous but keeping good thoughts about how mighty… https://t.co/DPVVg0McTh,,Twitter for iPad,False,2021-02-13 17:19:31,2021-02-13,17:19:31,2021-02-13 17:19:31
Afreen,"Texas, USA","America is a third world country with a Gucci belt 
        
  08/06/2016💍",2019-03-11 03:46:31,263.0,176,7100,False,2021-02-13 17:20:04,No honey he is not cute. You just lost your sense of taste due to Covid. #COVIDVaccine,['COVIDVaccine'],Twitter for Android,False,2021-02-13 17:20:04,2021-02-13,17:20:04,2021-02-13 17:20:04
