user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Reg Nansen,"Melbourne, Australia",Screaming into the void. Is there anybody listening?,16-09-2009 13:53,1601.0,2021.0,31849.0,False,12-09-2020 01:49,"That means YOU @AustGovernment @ScottMorrisonMP 
#AstraZeneca's #CovidVaccine has already been shown to be dangerou… https://t.co/c6lcosRL50","['AstraZeneca', 'CovidVaccine']",Twitter Web App,False,2020-09-12 01:49:00,2020-09-12,01:49:00,2020-09-12 01:49:00
Sushmita Muthusivam Pillai,Global,"Sales Manager:
1.custom software development 2.mailing list | email: sushpu@outlook.com",07-07-2014 11:08,2056.0,1390.0,521.0,False,12-09-2020 02:04,Pls abort psycho cheapo projects like nanochip implant through covid vaccine and brainwave scan #nanochip… https://t.co/DpKSUnqtrX,['nanochip'],Twitter for Android,False,2020-09-12 02:04:00,2020-09-12,02:04:00,2020-09-12 02:04:00
Blake Hill,"Venice, CA & Lahaina, HI",,15-12-2009 17:57,90.0,155.0,1754.0,False,12-09-2020 02:06,@ABC @jimrockfordatSH This is why Vaxart has the answer with their covid pill vaccine @realDonaldTrump #Warpspeed #vaxart #CovidVaccine,"['Warpspeed', 'vaxart', 'CovidVaccine']",Twitter for iPhone,False,2020-09-12 02:06:00,2020-09-12,02:06:00,2020-09-12 02:06:00
Free Press Journal,India,The voice of #Mumbai. The Free Press Journal is one of the oldest English daily newspapers from Mumbai with a heritage of more than 90 years.,09-05-2011 14:15,18232.0,524.0,600.0,True,12-09-2020 02:48,"DCGI orders Serum Institute of India to suspend recruitment for Oxford COVID-19 vaccine trials 

#vaccine #DCGI… https://t.co/DZZeq6G0d9","['vaccine', 'DCGI']",Twitter Web App,False,2020-09-12 02:48:00,2020-09-12,02:48:00,2020-09-12 02:48:00
CountryOverParty,USA,"Engineer: Artificial Intelligence, Machine Learning, Data Governance and Data Processing.  “don’t be afraid to get into good trouble”",31-07-2020 04:42,264.0,1000.0,863.0,False,12-09-2020 02:48,Pfizer #CovidVaccine may be ready by end of October if every goes well and no glitches.  https://t.co/xHxWey2nAR,['CovidVaccine'],Twitter for iPad,False,2020-09-12 02:48:00,2020-09-12,02:48:00,2020-09-12 02:48:00
Jamey A. Piland PhD,"Washington, DC| California",Feminist| Advocate| Catholic |Mother |Daughter |Sister |Teacher| Student|Cowgirl | San Joaquin Valley |she/ her @Trinitydc,09-04-2013 13:51,83.0,447.0,298.0,False,12-09-2020 03:07,If the US wants phases of reopening to continue - YOUR BEHAVIOR  will influence the outcome.   Fauci warns US needs… https://t.co/wO7gUTNkGD,,Twitter for iPhone,False,2020-09-12 03:07:00,2020-09-12,03:07:00,2020-09-12 03:07:00
editorji,"Sultanpur, New Delhi","editorji is your curated short video news platform. For the latest news and updates, download the editorji app:  https://t.co/WIarrMol8C",13-08-2017 14:29,31428.0,99.0,210.0,True,12-09-2020 03:14,India's drug regulator has directed Serum Institute of India to suspend recruitment of new volunteers for phase 2 a… https://t.co/g1a3NFbr0T,,Twitter Web App,False,2020-09-12 03:14:00,2020-09-12,03:14:00,2020-09-12 03:14:00
Pratidin Time,"Guwahati, India","is a 24-hour Assamese news channel, and is a media product of Yash TV Entertainment Pvt. Ltd.",16-12-2011 07:39,78851.0,191.0,3.0,False,12-09-2020 03:42,"#NATIONAL | Serum Institute Pauses COVID Vaccine Trials  
#COVID19India #CoronavirusOutbreak #COVIDVaccine… https://t.co/d2z5wgdflP","['NATIONAL', 'COVID19India', 'CoronavirusOutbreak', 'COVIDVaccine']",Twitter Web App,False,2020-09-12 03:42:00,2020-09-12,03:42:00,2020-09-12 03:42:00
Mumbai Mirror,"Mumbai, India",India's largest compact newspaper.,05-12-2012 11:37,385982.0,232.0,463.0,True,12-09-2020 04:10,Serum Institute stops new recruitment of volunteers as vaccine trial is suspended. #COVID19 #CovidVaccine… https://t.co/APYLSwWa6y,"['COVID19', 'CovidVaccine']",TweetDeck,False,2020-09-12 04:10:00,2020-09-12,04:10:00,2020-09-12 04:10:00
Social✽Fly (Gov Cuomo's #StayAtHome Girlfriend),"New York, NY",★ Marketing communications pro living happily ever after in Gotham ❈ Is life just a cocktail party or simply a gene pool w/out a lifeguard? ★,14-01-2009 04:47,9828.0,5391.0,201272.0,False,12-09-2020 04:39,"Deep dive into the #CovidVaccine race and the #DMSB with #PaulOffit. Worth the read.

@Laurie_Garrett @maddow… https://t.co/7vpo5pHPan","['CovidVaccine', 'DMSB', 'PaulOffit']",Twitter Web App,False,2020-09-12 04:39:00,2020-09-12,04:39:00,2020-09-12 04:39:00
