user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Miriam E. Tucker,Washington DC area,Writer/journalist specializing in medicine/health. Living with type 1 diabetes since 1973.,2009-03-30 21:26:36,9925.0,6941,10183,False,2021-02-14 20:26:08,"""We're in year 9, and it has always been in-person event."" - Co-founder of a #COVIDVaccine company explaining why ""… https://t.co/3riCKmV67x",['COVIDVaccine'],Twitter Web App,False,2021-02-14 20:26:08,2021-02-14,20:26:08,2021-02-14 20:26:08
Kevin Webster Official 🕯️,"England, United Kingdom",I'm the grubby looking bloke who works in a grubby garage. i haven't washed my clothes in 20 years and i bathe mindfully in grease and chip fat,2017-07-31 13:22:01,29.0,16,39,False,2021-02-14 20:26:21,"A mysterious square appeared earlier with a photo of me and my sister Debbie inside. Dunno how it got there, dunno… https://t.co/pOKIU7QN1s",,Twitter for Android,False,2021-02-14 20:26:21,2021-02-14,20:26:21,2021-02-14 20:26:21
Dionne,,"‘14 MN PsychMD of the Year, AMA alt Delegate, APA Assembly Rep, Co Pres ZVMS, MMA BOT, Jeremiah House BOD, 100 Most Influential Healthcare Leaders in MN, NCCHC",2011-09-20 00:57:04,1174.0,1269,26558,False,2021-02-14 20:26:32,"Happy Galentine’s Day! Single &amp; considering suitors who wash their hands for 20 sec +, wear masks over their nose a… https://t.co/cnzUgIHWMs",,Twitter for iPhone,False,2021-02-14 20:26:32,2021-02-14,20:26:32,2021-02-14 20:26:32
Rue Snider,Brooklyn,BK based 80s/RnR/folk punk/indie - https://t.co/oveBs20CgL,2010-02-19 20:31:20,456.0,1048,18996,False,2021-02-14 20:26:52,I’ve gotten through the virtual line for the covid vaccine at the #javitscenter TWICE and both times when I hit reg… https://t.co/EZoaCFFLur,['javitscenter'],Twitter for iPhone,False,2021-02-14 20:26:52,2021-02-14,20:26:52,2021-02-14 20:26:52
Clover🍀💞,,"Instagram: chloe.dawws

24✌

#followforfollow",2017-01-31 17:03:08,84.0,486,1581,False,2021-02-14 20:27:19,Vaccine side effects are killing me offffffff💉😭 #COVID19 #coronavirus #CovidVaccine,"['COVID19', 'coronavirus', 'CovidVaccine']",Twitter for Android,False,2021-02-14 20:27:19,2021-02-14,20:27:19,2021-02-14 20:27:19
Dudley Council - Play your part - #protectDudley,"Dudley, West Midlands, UK.","News and info from Dudley Council. Monitored Mon-Fri 9am-5pm. For all service requests (roads, bins, housing etc), please use @DudleyPlus",2009-06-11 09:38:26,18434.0,838,2203,True,2021-02-14 20:28:00,Anyone who received a clinically vulnerable letter or is aged 65+ can now arrange their own appointment for a… https://t.co/Qw8Hf1Nwf7,,TweetDeck,False,2021-02-14 20:28:00,2021-02-14,20:28:00,2021-02-14 20:28:00
KarineMD,,"Neurologist, Epileptologist and above all a supermom. Saint Joseph University (Beirut) and Columbia university (New York) grad",2020-04-01 22:22:33,216.0,64,601,False,2021-02-14 20:29:03,❤️❤️ I should start celebrating #ValentinesDay #bestgift #COVIDVaccine FINALLY!!! https://t.co/b3o7yNtB7J,"['ValentinesDay', 'bestgift', 'COVIDVaccine']",Twitter for iPhone,False,2021-02-14 20:29:03,2021-02-14,20:29:03,2021-02-14 20:29:03
Gabe,"Washington, DC","they/them/she/her/he/him, Black Lives Matter, Liberal, Social Justice Christian",2020-02-25 15:37:26,21.0,128,9718,False,2021-02-14 20:29:27,First dose is done! #ThisIsOurShot #CovidVaccine #Pfizer #notthrowingawaymyshot https://t.co/x6XuMFWsL2,"['ThisIsOurShot', 'CovidVaccine', 'Pfizer', 'notthrowingawaymyshot']",Twitter for iPhone,False,2021-02-14 20:29:27,2021-02-14,20:29:27,2021-02-14 20:29:27
Gingercatstore,Canada,"Do you Love Cats? We Love Cats, So Much we have the Ginger Cat Collection",2021-02-13 20:16:17,0.0,0,0,False,2021-02-14 20:29:28,"We Have Masks For Everyone Only $10.94. 
Buy 4 or More only $8.76 each SHOP NOW 👇 https://t.co/NpdipTOlTk… https://t.co/Z6UUS5pSvP",,Twitter for Android,False,2021-02-14 20:29:28,2021-02-14,20:29:28,2021-02-14 20:29:28
IndiaToday,India,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/qf1v42FMpb",2009-02-02 07:21:54,5502161.0,251,4439,True,2021-02-14 20:30:00,"Pfizer's Covid vaccine first to get approval in Japan ahead of Tokyo Olympics

Read more: https://t.co/FCMGmqUnM2… https://t.co/MpHo1Lt3ZC",,TweetDeck,False,2021-02-14 20:30:00,2021-02-14,20:30:00,2021-02-14 20:30:00
