user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
David Jennings,UK,"Archaeologist, Husband, Dad, Guitar, Bass.
Ex @BandontheWall @BangOlufsen & @UoMSALC
Now @UoYArchaeology AHRC PhD 2016-21(!)
Music loving socialist Oldham/York.",2010-09-08 10:12:56,1180.0,3303.0,10964.0,False,2021-02-15 07:07:11,"@SamCoatesSky NHS has excelled.

But UK is making plans to vaccinate u50's, whilst many countries haven't yet had… https://t.co/LSr764hgWD",,Twitter for Android,False,2021-02-15 07:07:11,2021-02-15,07:07:11,2021-02-15 07:07:11
kristen blake,,"Wife, mom, college student",2011-05-02 02:52:41,4.0,103.0,761.0,False,2021-02-15 07:09:05,I’m officially vaccinated and I feel this! #COVIDVaccine https://t.co/QjMHe739CK,['COVIDVaccine'],Twitter for iPhone,False,2021-02-15 07:09:05,2021-02-15,07:09:05,2021-02-15 07:09:05
Irish Pharmacy Union,,The voice of community pharmacy #SupportPharmacy,2012-08-21 10:26:48,4744.0,646.0,821.0,False,2021-02-15 07:12:47,A plan to “work in tandem” – with pharmacists using AstraZeneca and GPs administering Moderna and Pfizer – would ju… https://t.co/xDOshjb1Bx,,Twitter for Android,False,2021-02-15 07:12:47,2021-02-15,07:12:47,2021-02-15 07:12:47
Alifushi Health Centre,,official Twitter account of Alifushi Health Centre | Ra.Alifushi | Rep. of Maldives | +9606580217,2019-10-02 04:57:37,20.0,11.0,24.0,False,2021-02-15 07:15:15,"#Covid19 vaccination started in Alifushi Health Centre 
#covidvaccine #vaccinesave 
@HPA_MV
@MoHmv
@UNICEFMaldives… https://t.co/Krf4TYRJzX","['Covid19', 'covidvaccine', 'vaccinesave']",Twitter for Android,False,2021-02-15 07:15:15,2021-02-15,07:15:15,2021-02-15 07:15:15
Justin Allan-Spencer,"Seattle, WA","Icelandophile, graphic designer, monster-poker, nerd",2017-01-25 21:18:22,43.0,429.0,476.0,False,2021-02-15 07:15:22,"When I’m eligible for the #COVIDVaccine, I will be so grateful and relieved - not because I will get to see my frie… https://t.co/MvTqdTdbPp",['COVIDVaccine'],Twitter for iPhone,False,2021-02-15 07:15:22,2021-02-15,07:15:22,2021-02-15 07:15:22
Dr. Akbar Niazi Teaching Hospital,,"Dr. Akbar Niazi Teaching Hospital (ANTH) is a state of the art 500-bedded hospital, owned by Islamabad Medical & Dental College.",2019-03-24 07:32:27,83.0,9.0,1.0,False,2021-02-15 07:15:54,"Head of National Command &amp; Operations Centre (NCOC), #AsadUmar has announced that #Pakistan has officially started… https://t.co/BmqdW1stgK","['AsadUmar', 'Pakistan']",Twitter Web App,False,2021-02-15 07:15:54,2021-02-15,07:15:54,2021-02-15 07:15:54
Dr. Akbar Niazi Teaching Hospital,,"Dr. Akbar Niazi Teaching Hospital (ANTH) is a state of the art 500-bedded hospital, owned by Islamabad Medical & Dental College.",2019-03-24 07:32:27,83.0,9.0,1.0,False,2021-02-15 07:17:41,Interested citizens can send their #CNIC numbers to 1166 or visit https://t.co/ECOXw6KF1S for registration.… https://t.co/w02c25qvBw,['CNIC'],Twitter Web App,False,2021-02-15 07:17:41,2021-02-15,07:17:41,2021-02-15 07:17:41
Amanda Palin,"Willaston, England","I am employed by British Red Cross, my focus is my family, friends and those who struggle. Gin and bubbles are important to me. All views my own.",2016-06-04 06:58:18,892.0,1727.0,8609.0,False,2021-02-15 07:19:07,Delighted @RedCrossNorth continues to support our NHS/LA colleagues @TraffordCouncil @TraffordCCG  with… https://t.co/fbTJvbxA0G,,Twitter for iPhone,False,2021-02-15 07:19:07,2021-02-15,07:19:07,2021-02-15 07:19:07
NHM_Assam,"Guwahati, India",This is the official twitter handle of National Health Mission (NHM) Assam,2017-11-02 16:37:02,21027.0,56.0,1022.0,False,2021-02-15 07:19:13,"#LargestVaccineDrive 

Dr. Saswati Sanyal Choudhury, Professor- Dept of Obstetrics &amp; Gynaecology, GMCH took the… https://t.co/Ei8GbRMdM2",['LargestVaccineDrive'],Twitter for Android,False,2021-02-15 07:19:13,2021-02-15,07:19:13,2021-02-15 07:19:13
David Jennings,UK,"Archaeologist, Husband, Dad, Guitar, Bass.
Ex @BandontheWall @BangOlufsen & @UoMSALC
Now @UoYArchaeology AHRC PhD 2016-21(!)
Music loving socialist Oldham/York.",2010-09-08 10:12:56,1180.0,3303.0,10964.0,False,2021-02-15 07:21:28,"@eddwilson @BBCr4today @BBCSimonJack Also - UK now making plans to vaccinate u50's, whilst many countries haven't h… https://t.co/zqWDc1VQyy",,Twitter for Android,False,2021-02-15 07:21:28,2021-02-15,07:21:28,2021-02-15 07:21:28
