user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
TaylorSummers,,,2020-06-03 03:36:03,531.0,1164,20734,False,2021-02-13 10:36:05,#Morrison continues to put Aus in crippling state by his POINT-BLANK-REFUSAL to TAKE Q 4 OS ARRIVALS out of or CBD'… https://t.co/gEd8eSW7WZ,['Morrison'],Twitter Web App,False,2021-02-13 10:36:05,2021-02-13,10:36:05,2021-02-13 10:36:05
Diane Abbott MP,"Hackney, London",Member of Parliament for Hackney North and Stoke Newington. Retweeting does not mean agreement.,2010-06-09 14:34:32,363800.0,920,11623,True,2021-02-13 10:36:18,Got my vaccination this morning. So grateful to the NHS workers and volunteers who have made the national vaccine r… https://t.co/JPB0QaaiJj,,Twitter for iPhone,False,2021-02-13 10:36:18,2021-02-13,10:36:18,2021-02-13 10:36:18
Angela Chesworth 💙,"Liverpool, England","Bariatric patient, Novo Nordisk Deep, Obesity Patient Advocate, My Views are My Own",2009-03-09 20:48:18,1058.0,669,6955,False,2021-02-13 10:37:04,Fantastic initiative from @projectmoveuk  Working to improve the health of the nation!! #COVID19 #healthcare… https://t.co/noVAIlKK43,"['COVID19', 'healthcare']",Twitter for iPhone,False,2021-02-13 10:37:04,2021-02-13,10:37:04,2021-02-13 10:37:04
Neil Shima. 😷 💙,"Londongrad, England","Secularism, European, Everton, Blade Runner, Dogma, Joy Division, Camden Hells, Bill Hicks, Christopher Hitchens, Iain M Banks.",2012-10-21 15:29:28,720.0,604,205092,False,2021-02-13 10:39:20,"@LBC Sure, when they know they are going to get the booster jab, as recommended by the manufacturer...
#COVID19 #COVIDVaccine","['COVID19', 'COVIDVaccine']",Twitter for Android,False,2021-02-13 10:39:20,2021-02-13,10:39:20,2021-02-13 10:39:20
Dept for Transport #StayHomeSaveLives,United Kingdom,We're the UK Department for Transport (DfT). Follow us for transport policy updates and announcements.  Twitter policy: https://t.co/FmigF5HUXM,2009-06-11 10:18:09,110339.0,2296,5660,True,2021-02-13 10:41:59,Over 14 million people have now received their first vaccination and the #transport industry continues to play a vi… https://t.co/7l0agXCV3v,['transport'],Twitter Media Studio,False,2021-02-13 10:41:59,2021-02-13,10:41:59,2021-02-13 10:41:59
u2candothis 😊#KBF,"Sheffield, England","Retired Veterinary Surgeon homoeopathy, spirituality, ufology, corruption analyst, #KBF",2017-07-09 09:36:45,186.0,462,11286,False,2021-02-13 10:43:08,https://t.co/B3mrBOZzFV Open your mind to a different viewpoint @JuliaHB1 @ClarkeMicah @DesmondSwayne #COVIDVaccine #COVID19,"['COVIDVaccine', 'COVID19']",Twitter Web App,False,2021-02-13 10:43:08,2021-02-13,10:43:08,2021-02-13 10:43:08
Zee,Lebanon,"Teacher at LES Loueizeh. 
Wife and a mother of 2 amazing kids.
I love Jesus and hate religion. 
ولائي للوطن و بس.
#لبنان",2011-03-15 06:17:53,72.0,353,1100,False,2021-02-13 10:45:08,"#COVIDVaccine
I have registered to get my #covid #vaccine https://t.co/WKc7LyR06a","['COVIDVaccine', 'covid', 'vaccine']",Twitter for Android,False,2021-02-13 10:45:08,2021-02-13,10:45:08,2021-02-13 10:45:08
NHS North West,,We are @NHSEngland and @NHSImprovement working together in the North West. This account is only monitored between Monday-Friday 9am-5pm.,2019-01-08 09:46:08,4454.0,707,894,True,2021-02-13 10:46:17,"Saki Iqbal, Network Accountant at @WeAreLSCFT had his #CovidVaccine to protect him and those that he loves.

It's s… https://t.co/CpR07zRsjq",['CovidVaccine'],Twitter for iPhone,False,2021-02-13 10:46:17,2021-02-13,10:46:17,2021-02-13 10:46:17
Robbie,,"33 year old... bit of a knob, it is what it is..",2020-09-08 21:28:48,12.0,40,20,False,2021-02-13 10:46:54,I had the AZ vaccine yesterday... I’ll tell you what... I feel like I’ve been slammed into a wall over and over...… https://t.co/kjW5kOlXDk,,Twitter for iPhone,False,2021-02-13 10:46:54,2021-02-13,10:46:54,2021-02-13 10:46:54
johnny rosado,"New York (Da Big Apple,ppl!)",Loyal 2 God JETS BkNets KNICKS Mets StJohns! Believer of the Word & choices made in my life. FearlesslyProudBadAssRepublicanAmerican always searching 4 daTRUTH!,2011-07-27 18:07:09,2772.0,3088,3844,False,2021-02-13 10:46:59,"There opening #bars #clubs and #arenas. Three places where catching covid is a certain possibility. 
Forcing folks… https://t.co/GntPuWu8hA","['bars', 'clubs', 'arenas']",Twitter for iPhone,False,2021-02-13 10:46:59,2021-02-13,10:46:59,2021-02-13 10:46:59
