user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Nick Untun,"Adachi City, Tokyo","Sophia University (上智大学), #InternationalBusiness and #Economics (IBE). #Code Progressive #Catholic.",2020-03-02 00:47:41,36.0,719,470,False,2021-02-13 03:16:26,"Some thoughts to consider: #vaccine data and latest medical research from Dr Jerome Kim, Director-General of the In… https://t.co/ES0iOsutsu",['vaccine'],Twitter for iPhone,False,2021-02-13 03:16:26,2021-02-13,03:16:26,2021-02-13 03:16:26
Megan Szczepanski,,Bellarmine’17 • Lewis ‘21 • OTS • PWBA • National Champion • NCBCA All-American • IBMA Honorable Mention POY • Coach • #StormNation #TeamEFX #TurboGrips,2011-06-17 23:24:48,530.0,371,9832,False,2021-02-13 03:16:34,Who knew I would ever be so happy to get a shot 💉 #iGotMine #COVIDVaccine https://t.co/HeQVD0f32M,"['iGotMine', 'COVIDVaccine']",Twitter for iPhone,False,2021-02-13 03:16:34,2021-02-13,03:16:34,2021-02-13 03:16:34
NewsAlert 24x7,India,Breaking News Alert 24x7. Reports Facts. Verified & Authenticated News. Always with Truth & Justice.,2018-10-11 05:32:51,151.0,2,12,False,2021-02-13 03:17:05,#NewsAlert : Healthcare Workers to get second #COVIDVaccine dose from today.,"['NewsAlert', 'COVIDVaccine']",Twitter for Android,False,2021-02-13 03:17:05,2021-02-13,03:17:05,2021-02-13 03:17:05
ABC Live India,India,The Real Story Behind News,2009-01-31 03:13:01,942.0,1968,157,False,2021-02-13 03:17:13,The Day 325 COVID-19 Report of India || ABC Live India https://t.co/a9GLX6rX7k @PMOIndia @POTUS @DrHVoffice… https://t.co/4KsLZWiDzF,,Twitter Web App,False,2021-02-13 03:17:13,2021-02-13,03:17:13,2021-02-13 03:17:13
Jewish News Agency (™),"New York, USA","BREAKING News, Features on global events affecting the Jewish community. We will not remain silent.
Available for speaking events.   #Jewish #JCC #Israel #IDF",2017-03-03 12:59:09,5980.0,5418,36098,False,2021-02-13 03:18:11,"Are you seeking immediate Covid vaccination in #NewYork or #Connecticut? 
Go here: https://t.co/hW0tvoca9W.

You ca… https://t.co/6CEnNAEtwN","['NewYork', 'Connecticut']",Twitter Web App,False,2021-02-13 03:18:11,2021-02-13,03:18:11,2021-02-13 03:18:11
Andy Brooke,"Kingston, Ontario","Fmr. Conservative candidate (2015), PPC (2019) for Kingston and the Islands;  RCMP (Ret'd) | FHG 1049.  ""The Limestone City""",2019-05-11 17:18:33,4325.0,4398,26301,False,2021-02-13 03:18:18,"AND HERE'S THE STORY'S CLOSING ZINGER 

🎯  ""[Looking around the world] Instead, it seems the most relevant variable… https://t.co/i2HKuVd9bG",,Twitter Web App,False,2021-02-13 03:18:18,2021-02-13,03:18:18,2021-02-13 03:18:18
Seiji_thetruthseeker,,Welcome to the side of the awaken! I’m a truth seeker & would rather be uncomfortable with the truth then a lie I expose what the cabal doesn’t want u to know,2020-04-07 20:59:26,679.0,56,317,False,2021-02-13 03:18:52,"Take a look at this and please share ‼️

#COVIDVaccine #PfizerVaccine #vaccination 

https://t.co/ZbuvPoVHje","['COVIDVaccine', 'PfizerVaccine', 'vaccination']",Twitter for iPhone,False,2021-02-13 03:18:52,2021-02-13,03:18:52,2021-02-13 03:18:52
Lauraine knight,,"I Vote Labor and I’m proud of it, I want an Australia that is defined by who we include not who we exclude . Ever Hopeful Always the Optimist 🌈",2012-01-27 12:40:34,4673.0,2846,203445,False,2021-02-13 03:19:24,"#scottyfromannouncements gave us 
#covidapp that doesn’t work 
#COVIDVaccine that hasn’t been delivered… https://t.co/jY3js8W3LE","['scottyfromannouncements', 'covidapp', 'COVIDVaccine']",Twitter for iPhone,False,2021-02-13 03:19:24,2021-02-13,03:19:24,2021-02-13 03:19:24
Atoz Serwis Plus sp. z o.o,Poland,AtoZ Serwis Plus Poland’s No.1 Employment agency & Outsourcing/Offshoring and presumably the world’s largest B2C immigration firm.,2019-11-16 19:34:46,30.0,5,8,False,2021-02-13 03:21:35,"Blue Card what kind of document it is and how to receive it

To More:-https://t.co/onN0qhzwmy

#bluecard… https://t.co/AwvcDY3RVM",['bluecard'],Twitter Web App,False,2021-02-13 03:21:35,2021-02-13,03:21:35,2021-02-13 03:21:35
Jewish News Agency (™),"New York, USA","BREAKING News, Features on global events affecting the Jewish community. We will not remain silent.
Available for speaking events.   #Jewish #JCC #Israel #IDF",2017-03-03 12:59:09,5980.0,5418,36098,False,2021-02-13 03:24:56,“We have lost too many of them to this pandemic and the ability to give them this life-saving opportunity is an ove… https://t.co/bVfZmzWMqE,,Twitter Web App,False,2021-02-13 03:24:56,2021-02-13,03:24:56,2021-02-13 03:24:56
