user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Melanie Reffes,Where the Wifi is,Journalist TV & print  #IslandGirl  #Caribbean #travel  Instagram  melanietravel2019 @usatodaytravel  @10best https://t.co/g9YtoFe6Di,2016-06-27 14:08:26,4714.0,2544.0,23081.0,False,2021-02-15 18:11:32,"$70,000 a month?  Wow !  #LuxuryTravel #COVIDVaccine 
https://t.co/4Aqjc0XUNf","['LuxuryTravel', 'COVIDVaccine']",Twitter Web App,False,2021-02-15 18:11:32,2021-02-15,18:11:32,2021-02-15 18:11:32
BREAKING NEWS 24/7 📰,,"BREAKING NEWS - HEADLINES 24/7 - WEATHER
Impartial, independent reporting. Digital Editor: @MichaelHoney_",2019-12-06 19:51:49,4015.0,2.0,918.0,False,2021-02-15 18:13:32,🚨BREAKING🚨: AstraZeneca vaccine given green light for global rollout by WHO: The vaccine has been listed for emerge… https://t.co/sjDXqAYewF,,dlvr.it,False,2021-02-15 18:13:32,2021-02-15,18:13:32,2021-02-15 18:13:32
ann wall,,td fan spurs fan nurse gardener miami resident RA has affected my heart and lungs,2014-04-19 12:03:05,2664.0,4339.0,133101.0,False,2021-02-15 18:14:17,@RheumaBlog_Wren Great job by Mom. 💙💙💙#Chroniclife #COVIDVaccine,"['Chroniclife', 'COVIDVaccine']",Twitter for iPhone,False,2021-02-15 18:14:17,2021-02-15,18:14:17,2021-02-15 18:14:17
Selvaseelan Selvarajah,"London, United Kingdom ","Just an East End GP, sorting it all out one online consult at a time. he/him #equity #equality #BLM #climateaction #HealthTech Teach/Train #MedEd #தமிழ் மனிதன்",2013-11-07 20:42:51,2547.0,2164.0,25559.0,False,2021-02-15 18:14:26,#lockdown works                                      #COVIDVaccine works                            #CRG - Covid Recovery Group doesn’t.,"['lockdown', 'COVIDVaccine', 'CRG']",Twitter for iPhone,False,2021-02-15 18:14:26,2021-02-15,18:14:26,2021-02-15 18:14:26
Kaite Amer,,she/her | immigrant married to the UK | casual writer | hEDS+ spoonie | dog person | 🇬🇧🇪🇺🇺🇸🏳️‍🌈 #BLM #fightantisemitism #refugeeswelcome #freebritney,2016-03-10 13:38:23,40.0,483.0,1919.0,False,2021-02-15 18:14:30,"As if chronically ill &amp; disabled people weren’t feeling abandoned enough throughout this pandemic, the incompetent… https://t.co/JE46U0Art0",,Twitter for iPhone,False,2021-02-15 18:14:30,2021-02-15,18:14:30,2021-02-15 18:14:30
OECD ➡️ Better policies for better lives,Paris,"The Organisation for Economic Co-operation & Development promotes better #policies for #BetterLives around the world.
👉 Follow @A_Gurria ✍️ DMs open",2009-03-19 21:32:28,649124.0,935.0,2616.0,True,2021-02-15 18:15:00,"🔬 Research &amp; innovation systems have played a key role in tackling #COVID19, but the crisis has revealed gaps that… https://t.co/ko4AndyWfm",['COVID19'],Twitter Web App,False,2021-02-15 18:15:00,2021-02-15,18:15:00,2021-02-15 18:15:00
Brooklyn College Health and Nutrition Sciences,"Brooklyn, New York, USA",,2020-11-16 16:31:44,72.0,219.0,452.0,False,2021-02-15 18:15:53,"Health science students, get trained! #COVIDVaccine #QualifiedStaff #BuildYourResume #Futurecareers https://t.co/j2iwQY0t94","['COVIDVaccine', 'QualifiedStaff', 'BuildYourResume', 'Futurecareers']",Twitter Web App,False,2021-02-15 18:15:53,2021-02-15,18:15:53,2021-02-15 18:15:53
SALUD,"Colorado, USA","Community Health Center, serving our Mission: to provide a quality, integrated health care home to the communities we serve.",2015-02-17 17:26:41,465.0,352.0,768.0,False,2021-02-15 18:16:44,"“I got the #CovidVaccine because I trust science and I trust this vaccine.  I want to hug my friends again, I want… https://t.co/SMPuZmvC0j",['CovidVaccine'],Hootsuite Inc.,False,2021-02-15 18:16:44,2021-02-15,18:16:44,2021-02-15 18:16:44
.RS007,,"Consultant, Frmr Director,MD,COO,SVP,Banking ,Fin

26 + yrs -Director,MD,COO..Banking,Finance,FI, Urban, Rural, Dev, Business Strategy,

RTs R Not endorsements",2018-04-24 00:37:38,384.0,1401.0,78621.0,False,2021-02-15 18:18:29,@mauna_adiga What else?? Beg for #covidVaccine and praise #ModiHaiToMumkinHai,"['covidVaccine', 'ModiHaiToMumkinHai']",Twitter for Android,False,2021-02-15 18:18:29,2021-02-15,18:18:29,2021-02-15 18:18:29
NHS England and NHS Improvement,England,We lead and support the NHS in England to deliver improved care for patients.,2012-04-11 21:47:35,472956.0,2537.0,19256.0,True,2021-02-15 18:18:43,"‘Give us the tools, the vaccines, and we will finish the job.’

NHS Chief Executive Sir Simon Stevens thanks staff… https://t.co/m1pr2rE3FP",,Hootsuite Inc.,False,2021-02-15 18:18:43,2021-02-15,18:18:43,2021-02-15 18:18:43
