user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
Boroughbury Medical Centre,"Craig Street, PE1 2EJ","Boroughbury Medical Centre, a modern day GP practice situated in the heart of Peterborough with a branch surgery (BMC @ Werrington)",2020-07-28 14:26:53,39.0,52,602,False,2021-02-13 14:00:20,"The #CovidVaccine is safe.  Protect yourself and protect those around you. If you are offered the vaccine, take it.… https://t.co/6j3DeWEZDW",['CovidVaccine'],Publer ,False,2021-02-13 14:00:20,2021-02-13,14:00:20,2021-02-13 14:00:20
Suman Prinjha,Oxford and Bedfordshire,"Social scientist, anthropologist @OxPrimaryCare @UniofOxford | BACP-reg psychotherapist | interests: patient experience, mental health, diabetes, health equity",2012-11-21 19:23:27,1337.0,1355,3060,False,2021-02-13 14:00:34,"Worried abt having #COVIDVaccine? This fantastic panel answers common concerns abt fertility, allergies, speed of r… https://t.co/7cix5H2uJ7",['COVIDVaccine'],Twitter for Android,False,2021-02-13 14:00:34,2021-02-13,14:00:34,2021-02-13 14:00:34
Mahesh Narayanan,"Philadelphia, PA","Biotechnology and Digital Health entrepreneur, writer, changing the way people fight diseases like cancer. Co-founder of @pepvax, Venture Partner at @newchipco",2013-06-09 15:41:25,20941.0,12856,1542,False,2021-02-13 14:01:01,#CEO who jumped the #COVIDvaccine line is out of a job https://t.co/aFvZLSkP1s,"['CEO', 'COVIDvaccine']",Buffer,False,2021-02-13 14:01:01,2021-02-13,14:01:01,2021-02-13 14:01:01
Providertech,"Phoenix, AZ",Providertech automates healthcare workflows to send text and voice messages leading to improved outcomes and enhanced patient engagement.,2017-10-25 00:00:36,102.0,210,2599,False,2021-02-13 14:01:22,"Farmer workers in California have higher mortality rates from COVID-19, than frontline workers. Good news for them… https://t.co/3nittlV4Da",,Hootsuite Inc.,False,2021-02-13 14:01:22,2021-02-13,14:01:22,2021-02-13 14:01:22
YesPunjab.com (For Punjabi follow @BawaHs),Punjab,https://t.co/L8t5kU2S6h #News #Entertainment #Website with focus on #Punjab #NRIs #India by #HSBawa @bawahs #Journalist. https://t.co/SkG9zabiMw,2010-12-10 09:11:16,113204.0,149861,40,False,2021-02-13 14:01:26,"AIIMS: Covaxin effective for 9-12 months, no serious side-effects so far

#Covaxin #AIIMS #Coronavirus #COVID19… https://t.co/oAcuLdBJ7T","['Covaxin', 'AIIMS', 'Coronavirus', 'COVID19']",Hootsuite Inc.,False,2021-02-13 14:01:26,2021-02-13,14:01:26,2021-02-13 14:01:26
The CHAOS Group 🦋,"Truro, England",Our family @chaosfarmuk @Stayathomeuk @iconiccornwall @cafechaostruro Since Covid-19 @thisischaosuk launched CHAOS TV watch over at https://t.co/Bg51Q1QZf1,2014-11-10 12:39:54,1655.0,468,6925,False,2021-02-13 14:05:58,"It's vital that everyone gets their vaccinations.

Enjoy listening to the wonderful 
@HealthyCornwall Champs team s… https://t.co/wRfJYAeyzw",,Twitter for Android,False,2021-02-13 14:05:58,2021-02-13,14:05:58,2021-02-13 14:05:58
The Rambling Geordie @WorkersPartyGB,"Northumberland, UK","News and Current Affairs reviewer, Host of @ClampdownTV #Socialist @WorkersPartyGB #FreeThinker.
Subscribe to #ClampdownTV at https://t.co/JpqvfDIOV6",2012-05-18 20:55:56,1974.0,3458,2486,False,2021-02-13 14:06:39,"https://t.co/gdW9iaPRxQ
#Iranian #COVIDVaccine #ClampdownTV
Iranian Cleric Claims Covid Vaccine Turns People Gay
Be… https://t.co/sGhD2kYRLj","['Iranian', 'COVIDVaccine', 'ClampdownTV']",Twitter Web App,False,2021-02-13 14:06:39,2021-02-13,14:06:39,2021-02-13 14:06:39
Gabriela Toutin Dias,"Boston, MA",Clinical Psychology | Doctoral Student at @WilliamJamesEdu - Health Psychology concentration. Curious by nature. All things healthcare.,2016-12-22 03:33:15,317.0,336,9964,False,2021-02-13 14:08:54,Excellent communication guide for clinicians to talk about the COVID-19 vaccine with patients and families… https://t.co/kTd2iDKe6e,,Twitter for iPhone,False,2021-02-13 14:08:54,2021-02-13,14:08:54,2021-02-13 14:08:54
Penelope Rowlands,In and out of NYC...,"Author of A Dash of Daring, Paris Was Ours, & other books. Now working on a new one. Part-time Parisian. Awestruck mother of @julian_rowlands, globetrotting MBA",2009-10-06 13:40:12,464.0,517,660,False,2021-02-13 14:09:42,"After 45 minutes waiting to even enter the online queue for a #Covidvaccine this morning, I'm in!

Then there's thi… https://t.co/p1tRXrsDTC",['Covidvaccine'],Twitter Web App,False,2021-02-13 14:09:42,2021-02-13,14:09:42,2021-02-13 14:09:42
Phillip Kerle🔶 #FBPE,,"Entrepreneur, Business Angel, non-Executive Director, Britain for Europe supporter, a radical Remainer 🇪🇺🇦🇺 🇬🇧 (currently hibernating)",2011-09-22 09:58:55,1326.0,3121,3960,False,2021-02-13 14:10:02,Just had my COVID vaccination. NHS at its best organised and efficient. #CovidVaccine https://t.co/1lNLOF3C7A,['CovidVaccine'],Twitter for iPhone,False,2021-02-13 14:10:02,2021-02-13,14:10:02,2021-02-13 14:10:02
