user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,parsed_date,only_date,only_time,datetime_for_sorting
NHS Volunteer Responders (Official),Great Britain ,"Supporting the NHS during the COVID-19 outbreak. Joint activity between @RoyalVolService, @NHSEngland & @goodsamapp. 📞 0808 196 3646 to make a referral.",2020-03-31 17:20:29,5336.0,361.0,3518.0,True,2021-02-17 16:01:05,"Vaccines go through several stages of lab tests and clinical trials before they can be approved.  

They're then mo… https://t.co/jeTAGNipZw",,Orlo,False,2021-02-17 16:01:05,2021-02-17,16:01:05,2021-02-17 16:01:05
Nikki Belt,,"Trainee Nursing Associate
Sept 2020 Cohort👩🏻‍🎓

No. 1 supporter of my husband & our business @cookieliciousco 😋❤️

https://t.co/h7J72M7Cj4",2020-11-18 21:12:22,23.0,30.0,42.0,False,2021-02-17 16:01:22,Logging on to the #CovidVaccine session this afternoon by @BoltonUni 💉 #KnowYourFacts #UOBWebinar,"['CovidVaccine', 'KnowYourFacts', 'UOBWebinar']",Twitter for Android,False,2021-02-17 16:01:22,2021-02-17,16:01:22,2021-02-17 16:01:22
renegadexbio,San Francisco Bay Area,"Rapid COVID-19 testing capacity for community and public health. An agile team of science, technology, and logistics experts.",2020-03-16 20:49:01,113.0,85.0,109.0,False,2021-02-17 16:01:27,"Berkeley expands its coronavirus vaccine eligibility to grocery and convenience stores, education and childcare wor… https://t.co/zT15MLMnBE",,Hootsuite Inc.,False,2021-02-17 16:01:27,2021-02-17,16:01:27,2021-02-17 16:01:27
Shamim Rahman 🇧🇩,"Dhaka, Bangladesh",,2016-02-06 07:08:27,1290.0,25.0,18200.0,False,2021-02-17 16:01:51,#Bangladesh crosses the significant milestone of 1.5 million+ #Vaccinated against #Covid19 in just 11 days since la… https://t.co/l0JGwyqOZV,"['Bangladesh', 'Vaccinated', 'Covid19']",Twitter for Android,False,2021-02-17 16:01:51,2021-02-17,16:01:51,2021-02-17 16:01:51
Kelly Victory MD,The Wild West,"Physician, Cowgirl, Runner -- “Political correctness” is ruining us. Stop Big Government. The virus is real, the statistics are not! #FactsNotFear",2012-09-10 13:52:39,16581.0,15.0,5500.0,False,2021-02-17 16:02:07,Quite a number of these immediate post-vaccine deaths appear to be from flash pulmonary edema (pouring fluid into t… https://t.co/s6NYrzACOx,,Twitter for iPad,False,2021-02-17 16:02:07,2021-02-17,16:02:07,2021-02-17 16:02:07
SYB ICS Cancer Alliance,United Kingdom,We are collaborators working to develop and implement a different model of cancer care for South Yorkshire and Bassetlaw. DM us for more info!,2018-11-07 15:23:02,748.0,1746.0,1555.0,False,2021-02-17 16:03:08,"A really important message from Dr Stephanie Edgar and @WPCancerCharity 
The #COVIDVaccine is safe and if you have… https://t.co/J7S2EWpCBb",['COVIDVaccine'],Twitter Web App,False,2021-02-17 16:03:08,2021-02-17,16:03:08,2021-02-17 16:03:08
Lane County Gov,"Lane County, Oregon","Lane County Government News & Information | Working to make Lane County a great place to live, work and play | Follows, likes & RTs ≠ endorsements.",2012-10-23 19:02:56,9392.0,459.0,676.0,True,2021-02-17 16:03:10,"COVID-19 VACCINE UPDATE - FEB 17 @ 8:00
(+/- since 2/16)

Total persons fully vaccinated: 14,785 (+96)
3.87% of Lan… https://t.co/utJY1QOzwa",,Twitter Web App,False,2021-02-17 16:03:10,2021-02-17,16:03:10,2021-02-17 16:03:10
Anne “fully vaccinated” G,"Wallingford, CT","Mother, Sister, Daughter /wannabe techie, sarcastic, sweet, introvert / watercolor painter, reader, mystery movie fan / Epic certified",2020-11-01 00:45:02,3.0,30.0,136.0,False,2021-02-17 16:03:30,Supporting our vaccine effort!   #crushcovid #vaccine #covid #covidvaccine https://t.co/ExNnf5ueKs,"['crushcovid', 'vaccine', 'covid', 'covidvaccine']",Twitter for iPhone,False,2021-02-17 16:03:30,2021-02-17,16:03:30,2021-02-17 16:03:30
Matt Grimm,"Maryland, USA","Husband, Dad, Athletics & Recreation Pro @StevensonU, @virginia_tech & @OhioState Alum, Proud @vtechmensvball, @vtphikappatau & @nirsalive Member",2013-01-01 05:33:51,183.0,493.0,1107.0,False,2021-02-17 16:03:48,"#COVIDVaccine Appointment #1 Confirmed! 💉

Let’s do this!!!",['COVIDVaccine'],Twitter for iPhone,False,2021-02-17 16:03:48,2021-02-17,16:03:48,2021-02-17 16:03:48
The Americano,Florida,"News that knows no borders. Follow our team: @mcristymarrero, @giselle_balido. Sign up for our Florica newsletter: https://t.co/Y1raag9EoS",2019-12-13 14:55:26,3193.0,27.0,8.0,False,2021-02-17 16:05:06,"THREAD:
1/9 🧵
 #Arizona Republican Rep. @DebbieLesko said that Latinos shouldn’t be allowed to get the… https://t.co/E5lAaZxGFg",['Arizona'],Twitter Web App,False,2021-02-17 16:05:06,2021-02-17,16:05:06,2021-02-17 16:05:06
